Date,Adj Close_ARROWGREEN.NS,Close_ARROWGREEN.NS,High_ARROWGREEN.NS,Low_ARROWGREEN.NS,Open_ARROWGREEN.NS,Volume_ARROWGREEN.NS,Date
2020-07-13,44.620506286621094,44.849998474121094,47.29999923706055,41.70000076293945,43.599998474121094,6244,2020-07-13
2020-07-20,41.78508758544922,42.0,45.29999923706055,41.5,43.099998474121094,9388,2020-07-20
2020-07-27,41.5363655090332,41.75,42.79999923706055,39.04999923706055,41.54999923706055,10264,2020-07-27
2020-08-03,42.48150634765625,42.70000076293945,43.5,39.0,41.75,19486,2020-08-03
2020-08-10,41.5363655090332,41.75,44.0,41.0,44.0,9887,2020-08-10
2020-08-17,46.95848083496094,47.20000076293945,48.349998474121094,40.099998474121094,42.900001525878906,35253,2020-08-17
2020-08-24,51.68417739868164,51.95000076293945,57.29999923706055,47.0,49.54999923706055,83558,2020-08-24
2020-08-31,43.87434387207031,44.099998474121094,50.70000076293945,43.70000076293945,50.20000076293945,18053,2020-08-31
2020-09-07,42.58099365234375,42.79999923706055,46.20000076293945,42.150001525878906,46.20000076293945,14982,2020-09-07
2020-09-14,49.79389572143555,50.04999923706055,50.04999923706055,43.150001525878906,44.849998474121094,33223,2020-09-14
2020-09-21,49.24671173095703,49.5,53.70000076293945,46.900001525878906,50.04999923706055,46248,2020-09-21
2020-09-28,49.7441520690918,50.0,52.29999923706055,47.099998474121094,51.900001525878906,233103,2020-09-28
2020-10-05,48.79901123046875,49.04999923706055,51.849998474121094,49.0,50.04999923706055,23289,2020-10-05
2020-10-12,47.80412673950195,48.04999923706055,51.099998474121094,48.0,49.04999923706055,20333,2020-10-12
2020-10-19,49.84363555908203,50.099998474121094,50.95000076293945,48.099998474121094,50.150001525878906,12313,2020-10-19
2020-10-26,46.361549377441406,46.599998474121094,51.349998474121094,45.95000076293945,51.29999923706055,16333,2020-10-26
2020-11-02,44.521018981933594,44.75,48.29999923706055,44.29999923706055,48.25,16265,2020-11-02
2020-11-09,48.79901123046875,49.04999923706055,49.04999923706055,43.54999923706055,44.900001525878906,27745,2020-11-09
2020-11-16,45.913856506347656,46.150001525878906,51.25,44.099998474121094,46.75,22399,2020-11-16
2020-11-23,46.262062072753906,46.5,47.900001525878906,44.150001525878906,46.0,37279,2020-11-23
2020-11-30,47.10771179199219,47.349998474121094,50.900001525878906,45.75,46.5,63548,2020-11-30
2020-12-07,53.07701110839844,53.349998474121094,59.0,47.45000076293945,47.79999923706055,98086,2020-12-07
2020-12-14,56.55910110473633,56.849998474121094,61.45000076293945,51.45000076293945,53.349998474121094,49941,2020-12-14
2020-12-21,57.50423812866211,57.79999923706055,59.599998474121094,50.0,55.099998474121094,35911,2020-12-21
2020-12-28,62.52840042114258,62.849998474121094,67.0,55.5,58.0,75515,2020-12-28
2021-01-04,61.48377227783203,61.79999923706055,66.9000015258789,59.650001525878906,66.9000015258789,58907,2021-01-04
2021-01-11,65.71202850341797,66.05000305175781,67.9000015258789,56.75,63.95000076293945,136646,2021-01-11
2021-01-18,57.10628890991211,57.400001525878906,66.5999984741211,55.95000076293945,62.54999923706055,37231,2021-01-18
2021-01-25,53.32572937011719,53.599998474121094,61.400001525878906,52.54999923706055,61.400001525878906,20858,2021-01-25
2021-02-01,56.70833206176758,57.0,61.0,53.04999923706055,56.0,39252,2021-02-01
2021-02-08,67.70178985595703,68.05000305175781,68.05000305175781,57.099998474121094,57.95000076293945,71999,2021-02-08
2021-02-15,80.08808898925781,80.5,86.55000305175781,74.8499984741211,74.8499984741211,321318,2021-02-15
2021-02-22,77.00395202636719,77.4000015258789,86.0999984741211,76.0,82.80000305175781,106800,2021-02-22
2021-03-01,79.14295196533203,79.55000305175781,82.44999694824219,74.19999694824219,78.80000305175781,51002,2021-03-01
2021-03-08,77.4516372680664,77.8499984741211,84.0,76.80000305175781,83.5,25857,2021-03-08
2021-03-15,69.34334564208984,69.69999694824219,79.0,66.9000015258789,77.8499984741211,37176,2021-03-15
2021-03-22,68.94539642333984,69.30000305175781,76.5999984741211,66.4000015258789,69.0,73404,2021-03-22
2021-03-29,70.28849029541016,70.6500015258789,71.55000305175781,64.25,69.30000305175781,18587,2021-03-29
2021-04-05,74.06903839111328,74.44999694824219,75.0,67.5999984741211,70.6500015258789,12787,2021-04-05
2021-04-12,70.6366958618164,71.0,74.3499984741211,65.0,74.3499984741211,14789,2021-04-12
2021-04-19,67.1048583984375,67.44999694824219,71.0,63.5,71.0,22072,2021-04-19
2021-04-26,73.1239013671875,73.5,76.5999984741211,67.0,68.25,31251,2021-04-26
2021-05-03,81.03321838378906,81.44999694824219,81.44999694824219,70.69999694824219,76.5,31004,2021-05-03
2021-05-10,98.34418487548828,98.8499984741211,98.9000015258789,80.1500015258789,83.0,79219,2021-05-10
2021-05-17,122.0721435546875,122.69999694824219,122.69999694824219,93.94999694824219,103.0,138500,2021-05-17
2021-05-24,110.63098907470703,111.19999694824219,128.8000030517578,109.1500015258789,126.0,93363,2021-05-24
2021-05-31,117.69466400146484,118.30000305175781,118.4000015258789,97.5999984741211,111.19999694824219,61984,2021-05-31
2021-06-07,147.0934600830078,147.85000610351562,149.5500030517578,117.8499984741211,123.9000015258789,92011,2021-06-07
2021-06-14,164.7526397705078,165.60000610351562,183.0,140.5,150.0,105594,2021-06-14
2021-06-21,160.67361450195312,161.5,165.1999969482422,144.1999969482422,157.35000610351562,61894,2021-06-21
2021-06-28,160.22592163085938,161.0500030517578,178.0,146.85000610351562,166.0,51772,2021-06-28
2021-07-05,158.33563232421875,159.14999389648438,169.0,151.1999969482422,162.6999969482422,43494,2021-07-05
2021-07-12,154.85353088378906,155.64999389648438,163.89999389648438,150.0,163.89999389648438,29842,2021-07-12
2021-07-19,149.97862243652344,150.75,161.0,146.10000610351562,152.0,27446,2021-07-19
2021-07-26,148.73501586914062,149.5,155.0,140.0500030517578,148.5500030517578,45578,2021-07-26
