Date,Adj Close_COALINDIA.NS,Close_COALINDIA.NS,High_COALINDIA.NS,Low_COALINDIA.NS,Open_COALINDIA.NS,Volume_COALINDIA.NS,Date
2025-03-24,398.20001220703125,398.20001220703125,411.79998779296875,392.04998779296875,407.95001220703125,30543027,2025-03-24
2025-03-31,385.04998779296875,385.04998779296875,402.54998779296875,382.6000061035156,398.20001220703125,20219435,2025-03-31
2025-04-07,392.1000061035156,392.1000061035156,392.79998779296875,356.0,358.8500061035156,25747165,2025-04-07
2025-04-14,398.8500061035156,398.8500061035156,400.1000061035156,388.29998779296875,392.1000061035156,17727896,2025-04-14
2025-04-21,393.1499938964844,393.1499938964844,406.0,389.6499938964844,399.25,37074777,2025-04-21
2025-04-28,383.5,383.5,400.3500061035156,381.3999938964844,393.1499938964844,19337704,2025-04-28
2025-05-05,382.3999938964844,382.3999938964844,394.95001220703125,370.29998779296875,385.95001220703125,39608264,2025-05-05
2025-05-12,404.79998779296875,404.79998779296875,409.0,387.5,391.95001220703125,35087767,2025-05-12
2025-05-19,401.5,401.5,417.25,393.20001220703125,405.95001220703125,43710332,2025-05-19
2025-05-26,397.29998779296875,397.29998779296875,405.79998779296875,396.3500061035156,402.54998779296875,32914157,2025-05-26
2025-06-02,398.95001220703125,398.95001220703125,401.3999938964844,389.6000061035156,398.95001220703125,31073348,2025-06-02
2025-06-09,391.20001220703125,391.20001220703125,409.5,386.0,400.8999938964844,44451316,2025-06-09
2025-06-16,389.04998779296875,389.04998779296875,395.8500061035156,383.5,391.0,22021185,2025-06-16
2025-06-23,394.1499938964844,394.1499938964844,397.70001220703125,384.70001220703125,387.0,34461433,2025-06-23
2025-06-30,386.1000061035156,386.1000061035156,397.3999938964844,383.3999938964844,395.5,26462536,2025-06-30
2025-07-07,380.95001220703125,380.95001220703125,388.8500061035156,380.6000061035156,386.5,21884279,2025-07-07
2025-07-14,386.45001220703125,386.45001220703125,387.25,381.5,382.0,9691346,2025-07-14
