Date,Adj Close_IFBIND.NS,Close_IFBIND.NS,High_IFBIND.NS,Low_IFBIND.NS,Open_IFBIND.NS,Volume_IFBIND.NS,Date
2021-01-11,1377.25,1377.25,1390.0,1162.0,1198.0,848869,2021-01-11
2021-01-18,1388.0,1388.0,1399.949951171875,1285.0,1377.0,322928,2021-01-18
2021-01-25,1375.6500244140625,1375.6500244140625,1459.0,1360.0,1410.050048828125,263683,2021-01-25
2021-02-01,1341.4000244140625,1341.4000244140625,1430.0,1303.9000244140625,1380.0,169960,2021-02-01
2021-02-08,1337.9000244140625,1337.9000244140625,1502.9000244140625,1300.0,1349.0,275996,2021-02-08
2021-02-15,1263.0999755859375,1263.0999755859375,1345.050048828125,1250.0,1332.0,162106,2021-02-15
2021-02-22,1220.300048828125,1220.300048828125,1304.949951171875,1090.300048828125,1257.949951171875,178236,2021-02-22
2021-03-01,1161.75,1161.75,1249.0,1155.0999755859375,1232.0,148334,2021-03-01
2021-03-08,1097.699951171875,1097.699951171875,1200.0,1095.0,1161.0,169006,2021-03-08
2021-03-15,1082.300048828125,1082.300048828125,1200.050048828125,1050.0,1090.300048828125,212761,2021-03-15
2021-03-22,1093.8499755859375,1093.8499755859375,1165.0,970.75,1082.300048828125,691378,2021-03-22
2021-03-29,1096.800048828125,1096.800048828125,1190.0,1082.050048828125,1093.8499755859375,503496,2021-03-29
2021-04-05,1185.0,1185.0,1199.0,1031.1500244140625,1074.949951171875,372377,2021-04-05
2021-04-12,1116.550048828125,1116.550048828125,1170.0,1010.0499877929688,1140.0,184550,2021-04-12
2021-04-19,996.9000244140625,996.9000244140625,1089.949951171875,987.0,1030.0,163913,2021-04-19
2021-04-26,983.8499755859375,983.8499755859375,1025.1500244140625,961.0,975.0499877929688,360442,2021-04-26
2021-05-03,950.0999755859375,950.0999755859375,999.8499755859375,930.0499877929688,961.0499877929688,216367,2021-05-03
2021-05-10,908.3499755859375,908.3499755859375,958.9500122070312,903.1500244140625,950.0,200560,2021-05-10
2021-05-17,972.4000244140625,972.4000244140625,1018.0,906.0499877929688,921.9000244140625,399794,2021-05-17
2021-05-24,1071.050048828125,1071.050048828125,1145.0,965.4000244140625,979.7000122070312,945806,2021-05-24
2021-05-31,1117.9000244140625,1117.9000244140625,1174.75,1044.0,1077.25,708463,2021-05-31
2021-06-07,1167.25,1167.25,1184.0,1100.0999755859375,1135.0,370951,2021-06-07
2021-06-14,1054.8499755859375,1054.8499755859375,1190.0,1015.0499877929688,1183.550048828125,448339,2021-06-14
2021-06-21,1059.5,1059.5,1130.0,1027.199951171875,1035.0999755859375,219510,2021-06-21
2021-06-28,1032.8499755859375,1032.8499755859375,1090.0,1010.0,1090.0,168699,2021-06-28
2021-07-05,1061.699951171875,1061.699951171875,1099.9000244140625,1011.0,1045.0,279899,2021-07-05
2021-07-12,1033.1500244140625,1033.1500244140625,1082.4000244140625,1030.0999755859375,1074.0,151777,2021-07-12
2021-07-19,1040.699951171875,1040.699951171875,1069.8499755859375,1002.0,1036.0,118690,2021-07-19
2021-07-26,997.0499877929688,997.0499877929688,1060.0,990.0,1058.0,123048,2021-07-26
2021-08-02,989.5499877929688,989.5499877929688,1036.1500244140625,980.0,1002.0499877929688,128510,2021-08-02
2021-08-09,944.75,944.75,969.8499755859375,901.0,955.0,303862,2021-08-09
2021-08-16,908.25,908.25,954.25,902.1500244140625,945.4500122070312,59184,2021-08-16
2021-08-23,915.75,915.75,939.9500122070312,876.25,939.9500122070312,139937,2021-08-23
2021-08-30,1061.5,1061.5,1077.449951171875,896.9000244140625,915.75,1296330,2021-08-30
2021-09-06,1100.550048828125,1100.550048828125,1144.300048828125,1045.550048828125,1085.0,871056,2021-09-06
2021-09-13,1209.949951171875,1209.949951171875,1247.5,1037.199951171875,1100.0,854224,2021-09-13
2021-09-20,1226.0,1226.0,1261.75,1151.550048828125,1160.0,596005,2021-09-20
2021-09-27,1193.5999755859375,1193.5999755859375,1232.0999755859375,1144.1500244140625,1232.0999755859375,195723,2021-09-27
2021-10-04,1179.8499755859375,1179.8499755859375,1221.0,1164.8499755859375,1206.0,136740,2021-10-04
2021-10-11,1168.4000244140625,1168.4000244140625,1228.0,1147.0,1188.949951171875,176699,2021-10-11
2021-10-18,1297.050048828125,1297.050048828125,1318.0,1158.0,1165.0,1036702,2021-10-18
2021-10-25,1251.3499755859375,1251.3499755859375,1365.8499755859375,1214.75,1331.0,603330,2021-10-25
2021-11-01,1247.1500244140625,1247.1500244140625,1273.1500244140625,1192.0999755859375,1220.0,147077,2021-11-01
2021-11-08,1270.1500244140625,1270.1500244140625,1295.0,1218.0,1230.0,123905,2021-11-08
2021-11-15,1261.5,1261.5,1299.0,1240.0999755859375,1276.550048828125,89335,2021-11-15
2021-11-22,1262.800048828125,1262.800048828125,1329.699951171875,1232.050048828125,1270.0,119442,2021-11-22
2021-11-29,1150.6500244140625,1150.6500244140625,1276.050048828125,1086.6500244140625,1262.800048828125,161428,2021-11-29
2021-12-06,1171.9000244140625,1171.9000244140625,1299.0,1133.0,1135.0,181203,2021-12-06
2021-12-13,1165.699951171875,1165.699951171875,1193.0,1143.0,1171.9000244140625,38534,2021-12-13
2021-12-20,1124.699951171875,1124.699951171875,1158.199951171875,1105.800048828125,1152.25,34027,2021-12-20
2021-12-27,1124.75,1124.75,1150.0,1117.050048828125,1130.0,20820,2021-12-27
2022-01-03,1160.449951171875,1160.449951171875,1291.0,1080.300048828125,1124.75,380764,2022-01-03
2022-01-10,1175.4000244140625,1175.4000244140625,1195.0,1116.5,1160.449951171875,52550,2022-01-10
2022-01-17,1161.0999755859375,1161.0999755859375,1235.0,1155.0999755859375,1181.300048828125,278006,2022-01-17
2022-01-24,1074.75,1074.75,1165.0,1070.449951171875,1144.0,82804,2022-01-24
2022-01-31,981.5499877929688,981.5499877929688,1092.8499755859375,953.0,1080.0,193051,2022-01-31
2022-02-07,917.7999877929688,917.7999877929688,1015.5499877929688,908.5499877929688,1015.5499877929688,86052,2022-02-07
2022-02-14,935.2999877929688,935.2999877929688,975.1500244140625,878.0,878.0,77779,2022-02-14
2022-02-21,910.3499755859375,910.3499755859375,939.0,850.0,930.0,41378,2022-02-21
2022-02-28,843.4000244140625,843.4000244140625,911.9500122070312,840.0,899.0,32633,2022-02-28
2022-03-07,870.75,870.75,897.75,800.0,843.4000244140625,87078,2022-03-07
2022-03-14,996.7000122070312,996.7000122070312,1014.0,841.0,875.1500244140625,1157521,2022-03-14
2022-03-21,961.1500244140625,961.1500244140625,1036.1500244140625,922.6500244140625,987.9000244140625,1210240,2022-03-21
2022-03-28,1014.7000122070312,1014.7000122070312,1054.800048828125,938.2999877929688,961.1500244140625,357338,2022-03-28
2022-04-04,994.4500122070312,994.4500122070312,1045.0,980.0499877929688,1022.4500122070312,91827,2022-04-04
2022-04-11,962.5499877929688,962.5499877929688,1010.0,953.1500244140625,1010.0,45114,2022-04-11
2022-04-18,956.4000244140625,956.4000244140625,985.2999877929688,931.0,960.0,58731,2022-04-18
2022-04-25,961.5499877929688,961.5499877929688,1019.9000244140625,910.4000244140625,952.0,279228,2022-04-25
2022-05-02,888.7000122070312,888.7000122070312,973.1500244140625,849.0499877929688,960.0,376852,2022-05-02
2022-05-09,944.75,944.75,963.4000244140625,824.0,888.7000122070312,779611,2022-05-09
2022-05-16,869.0499877929688,869.0499877929688,934.75,865.0999755859375,927.0999755859375,132614,2022-05-16
2022-05-23,866.4000244140625,866.4000244140625,899.0,831.4000244140625,873.4000244140625,60575,2022-05-23
2022-05-30,878.4000244140625,878.4000244140625,942.9500122070312,836.0499877929688,850.7999877929688,332370,2022-05-30
2022-06-06,907.2000122070312,907.2000122070312,944.8499755859375,838.7999877929688,890.0,811707,2022-06-06
2022-06-13,871.5,871.5,936.7000122070312,852.7000122070312,900.2000122070312,385008,2022-06-13
2022-06-20,874.0999755859375,874.0999755859375,893.7999877929688,855.0,858.4500122070312,73634,2022-06-20
2022-06-27,894.1500244140625,894.1500244140625,940.0,876.2000122070312,876.2000122070312,139374,2022-06-27
2022-07-04,961.1500244140625,961.1500244140625,972.5,896.5999755859375,898.4000244140625,309323,2022-07-04
2022-07-11,932.75,932.75,1006.0,915.0499877929688,965.0,148316,2022-07-11
2022-07-18,938.9000244140625,938.9000244140625,980.0,931.0999755859375,943.0,45769,2022-07-18
2022-07-25,1000.5999755859375,1000.5999755859375,1015.0,895.6500244140625,930.0499877929688,530705,2022-07-25
2022-08-01,1016.4000244140625,1016.4000244140625,1035.0,981.5499877929688,1000.0,129443,2022-08-01
2022-08-08,1035.300048828125,1035.300048828125,1087.199951171875,1003.25,1025.050048828125,124248,2022-08-08
2022-08-15,1040.699951171875,1040.699951171875,1056.0,1007.9000244140625,1035.300048828125,169834,2022-08-15
2022-08-22,1038.9000244140625,1038.9000244140625,1079.0,1028.75,1035.0,289068,2022-08-22
2022-08-29,1006.0499877929688,1006.0499877929688,1058.9000244140625,1001.0999755859375,1022.0,31780,2022-08-29
2022-09-05,1041.8499755859375,1041.8499755859375,1071.0,1001.5499877929688,1001.5499877929688,64390,2022-09-05
2022-09-12,989.3499755859375,989.3499755859375,1097.75,982.0,1041.8499755859375,126100,2022-09-12
2022-09-19,954.8499755859375,954.8499755859375,1031.75,950.0,994.25,59560,2022-09-19
2022-09-26,914.8499755859375,914.8499755859375,959.4000244140625,852.1500244140625,959.4000244140625,83651,2022-09-26
2022-10-03,943.8499755859375,943.8499755859375,947.9500122070312,875.0999755859375,914.9000244140625,46300,2022-10-03
2022-10-10,985.2000122070312,985.2000122070312,994.0,877.4000244140625,942.4000244140625,722294,2022-10-10
2022-10-17,929.2999877929688,929.2999877929688,975.0,920.1500244140625,964.75,188862,2022-10-17
2022-10-24,948.5,948.5,974.0,922.0,938.5499877929688,72649,2022-10-24
2022-10-31,930.7999877929688,930.7999877929688,986.75,915.25,960.0,299440,2022-10-31
2022-11-07,957.7999877929688,957.7999877929688,983.1500244140625,930.0999755859375,935.5,141378,2022-11-07
2022-11-14,1084.5,1084.5,1111.0,930.0999755859375,957.0,1382952,2022-11-14
2022-11-21,976.1500244140625,976.1500244140625,1129.949951171875,973.0,1034.050048828125,1126707,2022-11-21
2022-11-28,951.5,951.5,983.4000244140625,912.0,980.5,225767,2022-11-28
2022-12-05,938.1500244140625,938.1500244140625,984.7999877929688,907.0,956.2999877929688,1049450,2022-12-05
2022-12-12,972.9500122070312,972.9500122070312,1029.199951171875,934.7999877929688,945.0,508926,2022-12-12
2022-12-19,877.2999877929688,877.2999877929688,984.7999877929688,870.0,977.7999877929688,82843,2022-12-19
2022-12-26,901.7000122070312,901.7000122070312,922.9000244140625,851.0,877.0,86089,2022-12-26
2023-01-02,923.9500122070312,923.9500122070312,998.0,898.7999877929688,910.0,1039013,2023-01-02
2023-01-09,909.4500122070312,909.4500122070312,945.5999755859375,905.0,928.5999755859375,95572,2023-01-09
2023-01-16,883.8499755859375,883.8499755859375,926.4500122070312,877.8499755859375,918.5499877929688,116961,2023-01-16
2023-01-23,871.0,871.0,920.0499877929688,857.0,888.0,57195,2023-01-23
2023-01-30,826.0999755859375,826.0999755859375,875.4000244140625,800.0,875.4000244140625,56000,2023-01-30
2023-02-06,832.75,832.75,844.4500122070312,800.0,829.9500122070312,56990,2023-02-06
2023-02-13,834.5499877929688,834.5499877929688,858.25,820.0,834.9500122070312,49060,2023-02-13
2023-02-20,854.1500244140625,854.1500244140625,876.6500244140625,828.5,831.9000244140625,123744,2023-02-20
2023-02-27,830.1500244140625,830.1500244140625,853.7000122070312,820.9000244140625,853.7000122070312,65802,2023-02-27
2023-03-06,847.3499755859375,847.3499755859375,855.0,830.4500122070312,834.3499755859375,47020,2023-03-06
2023-03-13,813.5,813.5,849.9500122070312,800.0999755859375,834.6500244140625,31222,2023-03-13
2023-03-20,776.9500122070312,776.9500122070312,817.5999755859375,775.6500244140625,815.0,43114,2023-03-20
2023-03-27,737.5,737.5,781.5499877929688,698.0,780.8499755859375,96249,2023-03-27
2023-04-03,759.4500122070312,759.4500122070312,765.75,732.1500244140625,737.5,20367,2023-04-03
2023-04-10,825.4000244140625,825.4000244140625,908.0,755.0,758.5,903926,2023-04-10
2023-04-17,836.0,836.0,905.9500122070312,811.25,823.9500122070312,812740,2023-04-17
2023-04-24,847.3499755859375,847.3499755859375,899.7000122070312,825.0,836.0,587367,2023-04-24
2023-05-01,822.9000244140625,822.9000244140625,877.3499755859375,820.5,847.3499755859375,219389,2023-05-01
2023-05-08,818.2000122070312,818.2000122070312,845.0,812.0,839.4500122070312,125576,2023-05-08
2023-05-15,815.4000244140625,815.4000244140625,834.0,810.0,820.7999877929688,85890,2023-05-15
2023-05-22,834.4500122070312,834.4500122070312,840.5,813.2000122070312,824.9000244140625,92745,2023-05-22
2023-05-29,810.6500244140625,810.6500244140625,848.0,787.7999877929688,825.4000244140625,201152,2023-05-29
2023-06-05,817.25,817.25,847.2999877929688,792.1500244140625,814.75,948758,2023-06-05
2023-06-12,810.2999877929688,810.2999877929688,827.7999877929688,806.25,820.0,116390,2023-06-12
2023-06-19,803.75,803.75,821.9000244140625,800.0,810.0,108241,2023-06-19
2023-06-26,812.7000122070312,812.7000122070312,846.5,796.0999755859375,811.4500122070312,248824,2023-06-26
2023-07-03,823.4000244140625,823.4000244140625,834.9000244140625,805.0,817.9000244140625,110306,2023-07-03
2023-07-10,843.9500122070312,843.9500122070312,874.4500122070312,824.5,824.5,245972,2023-07-10
2023-07-17,835.4000244140625,835.4000244140625,860.9500122070312,827.9500122070312,848.0,124965,2023-07-17
2023-07-24,861.2999877929688,861.2999877929688,890.0,836.0499877929688,836.4000244140625,675845,2023-07-24
2023-07-31,831.0,831.0,866.0,818.0,865.0,591176,2023-07-31
2023-08-07,829.8499755859375,829.8499755859375,849.0,820.0,835.2000122070312,340151,2023-08-07
2023-08-14,894.5999755859375,894.5999755859375,928.9000244140625,819.5999755859375,830.5,779965,2023-08-14
2023-08-21,928.7000122070312,928.7000122070312,949.0,885.0,899.0,641414,2023-08-21
2023-08-28,960.3499755859375,960.3499755859375,967.0,918.0499877929688,930.0,201781,2023-08-28
2023-09-04,979.8499755859375,979.8499755859375,1003.0,960.0999755859375,978.9500122070312,374705,2023-09-04
2023-09-11,946.5499877929688,946.5499877929688,997.0999755859375,906.9000244140625,990.5,174618,2023-09-11
2023-09-18,915.3499755859375,915.3499755859375,950.0,912.1500244140625,949.0,73943,2023-09-18
2023-09-25,903.2999877929688,903.2999877929688,928.0,881.0,916.9500122070312,131291,2023-09-25
2023-10-02,909.1500244140625,909.1500244140625,915.0,880.7999877929688,903.2999877929688,55984,2023-10-02
2023-10-09,886.3499755859375,886.3499755859375,903.9500122070312,882.25,899.0,51494,2023-10-09
2023-10-16,919.75,919.75,949.9500122070312,880.6500244140625,890.0,131957,2023-10-16
2023-10-23,875.2000122070312,875.2000122070312,924.7000122070312,867.3499755859375,919.75,115390,2023-10-23
2023-10-30,864.6500244140625,864.6500244140625,897.4000244140625,854.0,876.8499755859375,112371,2023-10-30
2023-11-06,921.7000122070312,921.7000122070312,982.8499755859375,850.0,868.9500122070312,1200350,2023-11-06
2023-11-13,1007.5499877929688,1007.5499877929688,1016.4000244140625,940.2999877929688,962.9000244140625,524268,2023-11-13
2023-11-20,1009.3499755859375,1009.3499755859375,1049.0,1001.5,1012.9000244140625,829947,2023-11-20
2023-11-27,1017.7000122070312,1017.7000122070312,1053.0,1005.2000122070312,1009.3499755859375,259587,2023-11-27
2023-12-04,967.3499755859375,967.3499755859375,1036.449951171875,959.75,1029.949951171875,248056,2023-12-04
2023-12-11,941.9500122070312,941.9500122070312,987.8499755859375,931.5499877929688,979.6500244140625,168044,2023-12-11
2023-12-18,908.1500244140625,908.1500244140625,970.2999877929688,895.5999755859375,948.0,175495,2023-12-18
2023-12-25,939.4500122070312,939.4500122070312,962.25,905.5,908.1500244140625,163360,2023-12-25
2024-01-01,987.9500122070312,987.9500122070312,1014.0,933.0,939.4500122070312,1057560,2024-01-01
2024-01-08,997.9500122070312,997.9500122070312,1012.8499755859375,950.2999877929688,992.7999877929688,128753,2024-01-08
2024-01-15,1017.0999755859375,1017.0999755859375,1029.9000244140625,968.2999877929688,998.0999755859375,185648,2024-01-15
2024-01-22,1241.1500244140625,1241.1500244140625,1274.75,1001.0,1017.0999755859375,2335784,2024-01-22
2024-01-29,1267.199951171875,1267.199951171875,1373.5,1193.0999755859375,1258.0,1865436,2024-01-29
2024-02-05,1344.699951171875,1344.699951171875,1420.0,1260.199951171875,1261.8499755859375,725476,2024-02-05
2024-02-12,1337.550048828125,1337.550048828125,1381.3499755859375,1246.550048828125,1355.199951171875,240238,2024-02-12
2024-02-19,1377.1500244140625,1377.1500244140625,1400.0,1327.1500244140625,1330.0,152078,2024-02-19
2024-02-26,1386.800048828125,1386.800048828125,1495.0,1350.050048828125,1389.5,318770,2024-02-26
2024-03-04,1370.1500244140625,1370.1500244140625,1441.199951171875,1340.0999755859375,1430.0,111075,2024-03-04
2024-03-11,1332.199951171875,1332.199951171875,1425.0,1303.050048828125,1381.949951171875,206572,2024-03-11
2024-03-18,1341.800048828125,1341.800048828125,1380.0,1281.0,1331.949951171875,130347,2024-03-18
2024-03-25,1505.949951171875,1505.949951171875,1525.0,1326.0999755859375,1341.800048828125,354049,2024-03-25
2024-04-01,1474.449951171875,1474.449951171875,1603.75,1453.5,1567.0,724580,2024-04-01
2024-04-08,1419.199951171875,1419.199951171875,1550.699951171875,1414.050048828125,1503.3499755859375,306782,2024-04-08
2024-04-15,1526.0999755859375,1526.0999755859375,1551.5999755859375,1335.0,1402.75,385731,2024-04-15
2024-04-22,1574.4000244140625,1574.4000244140625,1720.25,1503.0,1539.949951171875,1009350,2024-04-22
2024-04-29,1488.0,1488.0,1601.4000244140625,1480.0,1582.3499755859375,179011,2024-04-29
2024-05-06,1430.25,1430.25,1494.949951171875,1366.949951171875,1491.949951171875,186130,2024-05-06
2024-05-13,1452.1500244140625,1452.1500244140625,1485.0999755859375,1382.5,1444.9000244140625,154729,2024-05-13
2024-05-20,1480.5999755859375,1480.5999755859375,1533.5999755859375,1384.0,1466.050048828125,355850,2024-05-20
2024-05-27,1189.8499755859375,1189.8499755859375,1508.300048828125,1185.8499755859375,1492.1500244140625,600632,2024-05-27
2024-06-03,1456.25,1456.25,1479.0,1014.0,1205.0,1585002,2024-06-03
2024-06-10,1613.449951171875,1613.449951171875,1625.0,1425.0,1451.1500244140625,769883,2024-06-10
2024-06-17,1597.25,1597.25,1649.949951171875,1541.199951171875,1613.449951171875,165220,2024-06-17
2024-06-24,1637.5999755859375,1637.5999755859375,1748.449951171875,1565.5,1597.4000244140625,506355,2024-06-24
2024-07-01,1720.1500244140625,1720.1500244140625,1755.0,1605.699951171875,1659.949951171875,284605,2024-07-01
2024-07-08,1636.800048828125,1636.800048828125,1743.449951171875,1548.550048828125,1729.9000244140625,220094,2024-07-08
2024-07-15,1531.949951171875,1531.949951171875,1669.699951171875,1489.9000244140625,1636.800048828125,128562,2024-07-15
2024-07-22,1840.449951171875,1840.449951171875,1865.0,1480.0,1531.949951171875,508660,2024-07-22
2024-07-29,1948.050048828125,1948.050048828125,2020.0,1756.0,1904.4000244140625,1204925,2024-07-29
2024-08-05,2126.85009765625,2126.85009765625,2172.0,1865.3499755859375,1909.949951171875,1025939,2024-08-05
2024-08-12,2032.8499755859375,2032.8499755859375,2138.300048828125,1955.0,2138.300048828125,140647,2024-08-12
2024-08-19,2081.699951171875,2081.699951171875,2129.0,1966.300048828125,2050.89990234375,273074,2024-08-19
2024-08-26,1969.199951171875,1969.199951171875,2149.300048828125,1960.0,2094.75,279004,2024-08-26
2024-09-02,1908.3499755859375,1908.3499755859375,1986.0999755859375,1892.050048828125,1969.199951171875,234332,2024-09-02
2024-09-09,1937.699951171875,1937.699951171875,1950.25,1870.0,1908.3499755859375,129967,2024-09-09
2024-09-16,1871.949951171875,1871.949951171875,2015.0,1830.050048828125,1937.699951171875,231448,2024-09-16
2024-09-23,1805.5,1805.5,1953.949951171875,1777.1500244140625,1879.0,167072,2024-09-23
2024-09-30,1798.300048828125,1798.300048828125,1887.25,1743.050048828125,1780.0,123717,2024-09-30
2024-10-07,1799.5,1799.5,1845.0,1698.0,1798.1500244140625,75880,2024-10-07
2024-10-14,2270.64990234375,2270.64990234375,2348.800048828125,1801.0,1807.25,2275519,2024-10-14
2024-10-21,2027.8499755859375,2027.8499755859375,2359.89990234375,1990.0,2270.0,503853,2024-10-21
2024-10-28,1573.050048828125,1573.050048828125,1900.0,1481.6500244140625,1900.0,1620260,2024-10-28
2024-11-04,1671.050048828125,1671.050048828125,1728.0,1527.9000244140625,1579.75,670604,2024-11-04
2024-11-11,1569.949951171875,1569.949951171875,1691.949951171875,1507.550048828125,1650.25,298713,2024-11-11
2024-11-18,1574.1500244140625,1574.1500244140625,1630.6500244140625,1532.550048828125,1589.949951171875,366181,2024-11-18
2024-11-25,1680.1500244140625,1680.1500244140625,1754.949951171875,1549.9000244140625,1609.9000244140625,327896,2024-11-25
2024-12-02,1820.949951171875,1820.949951171875,1843.0,1672.800048828125,1698.3499755859375,248957,2024-12-02
2024-12-09,1797.6500244140625,1797.6500244140625,1880.0,1728.0999755859375,1820.0,151546,2024-12-09
2024-12-16,1782.699951171875,1782.699951171875,1868.0,1750.5999755859375,1815.6500244140625,199323,2024-12-16
2024-12-23,1886.300048828125,1886.300048828125,1965.0,1763.300048828125,1830.0,328199,2024-12-23
2024-12-30,1904.550048828125,1904.550048828125,1934.949951171875,1810.0,1909.800048828125,124175,2024-12-30
2025-01-06,1863.1500244140625,1863.1500244140625,2015.949951171875,1775.5999755859375,1909.0,320326,2025-01-06
2025-01-13,1764.1500244140625,1764.1500244140625,1860.4000244140625,1629.050048828125,1860.0,309669,2025-01-13
2025-01-20,1693.75,1693.75,1831.449951171875,1680.0999755859375,1753.699951171875,123099,2025-01-20
2025-01-27,1392.1500244140625,1392.1500244140625,1679.9000244140625,1359.949951171875,1668.3499755859375,798437,2025-01-27
2025-02-03,1316.5,1316.5,1410.949951171875,1295.25,1390.0,213959,2025-02-03
2025-02-10,1197.0,1197.0,1335.0,1164.5,1335.0,243834,2025-02-10
2025-02-17,1191.4000244140625,1191.4000244140625,1235.0,1149.5999755859375,1192.050048828125,254805,2025-02-17
2025-02-24,1070.550048828125,1070.550048828125,1206.550048828125,1060.0,1190.0,306139,2025-02-24
2025-03-03,1137.550048828125,1137.550048828125,1180.0,1062.0999755859375,1086.0,426692,2025-03-03
2025-03-10,1106.949951171875,1106.949951171875,1160.0,1090.0,1150.6500244140625,267357,2025-03-10
2025-03-17,1264.8499755859375,1264.8499755859375,1290.800048828125,1095.199951171875,1112.0,720958,2025-03-17
2025-03-24,1329.6500244140625,1329.6500244140625,1378.0,1247.5,1300.0,593167,2025-03-24
2025-03-31,1272.8499755859375,1272.8499755859375,1329.6500244140625,1256.0,1329.6500244140625,358700,2025-03-31
2025-04-07,1289.949951171875,1289.949951171875,1315.6500244140625,1121.0,1121.0,194184,2025-04-07
2025-04-14,1359.199951171875,1359.199951171875,1380.9000244140625,1289.949951171875,1289.949951171875,134532,2025-04-14
2025-04-21,1272.300048828125,1272.300048828125,1415.0,1260.0,1379.4000244140625,428207,2025-04-21
2025-04-28,1275.5999755859375,1275.5999755859375,1342.699951171875,1257.199951171875,1272.0,111191,2025-04-28
2025-05-05,1246.0999755859375,1246.0999755859375,1330.0,1220.0,1278.300048828125,140824,2025-05-05
2025-05-12,1372.4000244140625,1372.4000244140625,1386.5999755859375,1271.0999755859375,1273.0999755859375,167439,2025-05-12
2025-05-19,1366.0,1366.0,1410.0,1329.199951171875,1374.800048828125,136132,2025-05-19
2025-05-26,1396.9000244140625,1396.9000244140625,1423.0,1325.0999755859375,1385.0,408568,2025-05-26
2025-06-02,1534.800048828125,1534.800048828125,1627.9000244140625,1384.800048828125,1408.699951171875,1086296,2025-06-02
2025-06-09,1593.199951171875,1593.199951171875,1702.300048828125,1516.199951171875,1536.0,938150,2025-06-09
2025-06-16,1565.199951171875,1565.199951171875,1648.0,1533.0999755859375,1593.0,145726,2025-06-16
2025-06-23,1553.9000244140625,1553.9000244140625,1608.9000244140625,1541.0999755859375,1541.699951171875,132833,2025-06-23
2025-06-30,1548.0999755859375,1548.0999755859375,1567.800048828125,1490.800048828125,1567.800048828125,148850,2025-06-30
2025-07-07,1496.800048828125,1496.800048828125,1556.800048828125,1481.699951171875,1550.4000244140625,109547,2025-07-07
2025-07-14,1522.800048828125,1522.800048828125,1539.9000244140625,1484.800048828125,1500.0,53178,2025-07-14
