Date,Adj Close_AUTOAXLES.NS,Close_AUTOAXLES.NS,High_AUTOAXLES.NS,Low_AUTOAXLES.NS,Open_AUTOAXLES.NS,Volume_AUTOAXLES.NS,Date
2023-07-10,2093.14111328125,2157.300048828125,2274.0,2109.25,2200.0,178926,2023-07-10
2023-07-17,2110.848388671875,2175.550048828125,2246.89990234375,2160.0,2165.0,112297,2023-07-17
2023-07-24,2154.60693359375,2220.64990234375,2262.449951171875,2165.10009765625,2197.0,120834,2023-07-24
2023-07-31,2048.0146484375,2080.050048828125,2237.89990234375,2067.050048828125,2230.35009765625,238831,2023-07-31
2023-08-07,2112.55517578125,2145.60009765625,2155.0,2044.0999755859375,2086.0,141021,2023-08-07
2023-08-14,2137.46533203125,2170.89990234375,2195.0,2109.0,2149.89990234375,55091,2023-08-14
2023-08-21,2129.489990234375,2162.800048828125,2213.0,2140.0,2151.0,50353,2023-08-21
2023-08-28,2197.624267578125,2232.0,2250.89990234375,2115.550048828125,2155.800048828125,83633,2023-08-28
2023-09-04,2210.079345703125,2244.64990234375,2268.0,2200.050048828125,2234.949951171875,106262,2023-09-04
2023-09-11,2260.244873046875,2295.60009765625,2315.800048828125,2152.60009765625,2254.949951171875,224526,2023-09-11
2023-09-18,2166.215576171875,2200.10009765625,2319.14990234375,2143.5,2295.60009765625,108622,2023-09-18
2023-09-25,2179.4091796875,2213.5,2236.949951171875,2167.14990234375,2211.10009765625,52726,2023-09-25
2023-10-02,2197.082763671875,2231.449951171875,2248.800048828125,2185.0,2213.5,35441,2023-10-02
2023-10-09,2260.68798828125,2296.050048828125,2347.0,2182.39990234375,2205.0,129700,2023-10-09
2023-10-16,2218.0546875,2252.75,2328.699951171875,2228.800048828125,2310.5,70133,2023-10-16
2023-10-23,2144.4560546875,2178.0,2274.199951171875,2040.0,2250.0,58828,2023-10-23
2023-10-30,2241.78369140625,2276.85009765625,2310.5,2170.0,2170.0,61197,2023-10-30
2023-11-06,2310.5576171875,2346.699951171875,2460.0,2280.0,2288.25,202765,2023-11-06
2023-11-13,2369.2890625,2406.35009765625,2449.0,2331.10009765625,2331.10009765625,77495,2023-11-13
2023-11-20,2308.244140625,2344.35009765625,2439.89990234375,2334.0,2418.39990234375,58884,2023-11-20
2023-11-27,2274.570556640625,2310.14990234375,2380.949951171875,2270.64990234375,2344.35009765625,61616,2023-11-27
2023-12-04,2206.830322265625,2241.35009765625,2397.75,2192.10009765625,2378.050048828125,236220,2023-12-04
2023-12-11,2170.154052734375,2204.10009765625,2246.75,2196.949951171875,2210.550048828125,81021,2023-12-11
2023-12-18,2168.726318359375,2202.64990234375,2232.5,2123.550048828125,2206.0,88719,2023-12-18
2023-12-25,2112.45654296875,2145.5,2202.64990234375,2139.050048828125,2202.64990234375,100532,2023-12-25
2024-01-01,2104.62890625,2137.550048828125,2230.0,2130.0,2156.25,150619,2024-01-01
2024-01-08,2190.781494140625,2225.050048828125,2231.0,2121.199951171875,2160.0,124729,2024-01-08
2024-01-15,2122.253173828125,2155.449951171875,2257.0,2130.0,2230.0,125140,2024-01-15
2024-01-22,2079.373779296875,2111.89990234375,2198.300048828125,2096.0,2155.449951171875,47472,2024-01-22
2024-01-29,1960.04052734375,1990.699951171875,2178.75,1982.3499755859375,2115.0,224261,2024-01-29
2024-02-05,1932.8165283203125,1963.050048828125,2070.89990234375,1930.0,1991.0,94913,2024-02-05
2024-02-12,1905.5430908203125,1935.3499755859375,1979.3499755859375,1880.0,1979.3499755859375,54174,2024-02-12
2024-02-19,1862.4669189453125,1891.5999755859375,1953.949951171875,1884.949951171875,1953.949951171875,59895,2024-02-19
2024-02-26,1885.998779296875,1915.5,2041.3499755859375,1888.550048828125,1891.5999755859375,173272,2024-02-26
2024-03-04,1894.9586181640625,1924.5999755859375,2040.0,1883.75,2025.0,79075,2024-03-04
2024-03-11,1832.387451171875,1861.050048828125,1957.949951171875,1780.0,1942.5,127012,2024-03-11
2024-03-18,1821.6552734375,1850.1500244140625,1941.0,1813.9000244140625,1870.1500244140625,97600,2024-03-18
2024-03-25,1730.3829345703125,1757.449951171875,1850.1500244140625,1742.1500244140625,1850.1500244140625,91556,2024-03-25
2024-04-01,1851.7347412109375,1880.699951171875,1903.949951171875,1760.0,1760.0,132371,2024-04-01
2024-04-08,1813.975341796875,1842.3499755859375,1910.0,1830.0,1910.0,61507,2024-04-08
2024-04-15,1826.2828369140625,1854.8499755859375,1869.0,1790.0,1801.050048828125,78391,2024-04-15
2024-04-22,1840.953369140625,1869.75,1919.8499755859375,1852.550048828125,1865.050048828125,73700,2024-04-22
2024-04-29,1953.9361572265625,1984.5,2033.0,1861.800048828125,1888.1500244140625,123965,2024-04-29
2024-05-06,1844.7933349609375,1873.6500244140625,2011.9000244140625,1854.050048828125,1984.5,78351,2024-05-06
2024-05-13,1953.296142578125,1983.8499755859375,2024.0,1847.0999755859375,1883.050048828125,72560,2024-05-13
2024-05-20,1950.8345947265625,1981.3499755859375,2020.0,1965.0,2005.8499755859375,53379,2024-05-20
2024-05-27,1879.7957763671875,1909.199951171875,2035.949951171875,1903.0,1980.4000244140625,98301,2024-05-27
2024-06-03,1969.640380859375,2000.449951171875,2049.85009765625,1751.0,1990.0,115526,2024-06-03
2024-06-10,1986.4278564453125,2017.5,2025.9000244140625,1961.0,2004.949951171875,72247,2024-06-10
2024-06-17,2007.39990234375,2038.800048828125,2131.449951171875,1988.9000244140625,2017.5,158746,2024-06-17
2024-06-24,1969.59130859375,2000.4000244140625,2121.89990234375,1979.0,2038.800048828125,118315,2024-06-24
2024-07-01,2096.161376953125,2128.949951171875,2179.949951171875,1991.0,1991.0,246972,2024-07-01
2024-07-08,2013.652099609375,2045.1500244140625,2214.0,2027.9000244140625,2150.0,136696,2024-07-08
2024-07-15,1960.9267578125,1991.5999755859375,2065.0,1980.0,2050.0,79722,2024-07-15
2024-07-22,2045.75,2077.75,2092.0,1975.0,1975.0,217611,2024-07-22
2024-07-29,2033.294921875,2065.10009765625,2103.0,2021.0,2067.89990234375,83700,2024-07-29
2024-08-05,1907.1500244140625,1907.1500244140625,2119.949951171875,1888.0,2040.0,184351,2024-08-05
2024-08-12,1922.6500244140625,1922.6500244140625,1930.0,1846.0,1908.0,44366,2024-08-12
2024-08-19,1987.0999755859375,1987.0999755859375,2019.0999755859375,1905.3499755859375,1934.4000244140625,67836,2024-08-19
2024-08-26,2036.6500244140625,2036.6500244140625,2105.0,1983.75,2006.199951171875,79740,2024-08-26
2024-09-02,1988.5,1988.5,2100.0,1971.0,2036.6500244140625,53115,2024-09-02
2024-09-09,1984.6500244140625,1984.6500244140625,2010.050048828125,1951.4000244140625,1990.0,32430,2024-09-09
2024-09-16,1908.5,1908.5,1994.5999755859375,1873.199951171875,1984.6500244140625,62601,2024-09-16
2024-09-23,1913.3499755859375,1913.3499755859375,1948.949951171875,1875.050048828125,1927.1500244140625,45933,2024-09-23
2024-09-30,1911.75,1911.75,1959.9000244140625,1885.0,1915.0,22621,2024-09-30
2024-10-07,1881.199951171875,1881.199951171875,1921.3499755859375,1830.0,1916.550048828125,23637,2024-10-07
2024-10-14,1867.1500244140625,1867.1500244140625,1899.25,1826.9000244140625,1875.0,23960,2024-10-14
2024-10-21,1780.25,1780.25,1876.5,1758.25,1867.1500244140625,26780,2024-10-21
2024-10-28,1841.5,1841.5,1896.0,1743.5,1793.1500244140625,56440,2024-10-28
2024-11-04,1790.0,1790.0,1860.75,1772.0999755859375,1848.699951171875,39359,2024-11-04
2024-11-11,1749.1500244140625,1749.1500244140625,1797.050048828125,1720.0,1791.949951171875,26365,2024-11-11
2024-11-18,1749.25,1749.25,1785.9000244140625,1725.0,1749.199951171875,12844,2024-11-18
2024-11-25,1768.8499755859375,1768.8499755859375,1798.550048828125,1730.0,1758.0,22941,2024-11-25
2024-12-02,1839.699951171875,1839.699951171875,1857.9000244140625,1744.0999755859375,1764.1500244140625,33625,2024-12-02
2024-12-09,1801.050048828125,1801.050048828125,1864.0,1783.0,1864.0,27031,2024-12-09
2024-12-16,1781.75,1781.75,1837.449951171875,1769.9000244140625,1795.0,26328,2024-12-16
2024-12-23,1802.0999755859375,1802.0999755859375,1813.3499755859375,1740.1500244140625,1781.75,37888,2024-12-23
2024-12-30,1833.050048828125,1833.050048828125,1842.9000244140625,1759.949951171875,1795.0,52164,2024-12-30
2025-01-06,1785.300048828125,1785.300048828125,1842.25,1750.0,1835.0,41408,2025-01-06
2025-01-13,1763.300048828125,1763.300048828125,1794.25,1711.4000244140625,1794.25,25818,2025-01-13
2025-01-20,1760.9000244140625,1760.9000244140625,1778.5,1730.0,1771.949951171875,22875,2025-01-20
2025-01-27,1720.050048828125,1720.050048828125,1760.9000244140625,1655.0,1760.9000244140625,25560,2025-01-27
2025-02-03,1821.949951171875,1821.949951171875,1846.949951171875,1660.0,1725.0,44500,2025-02-03
2025-02-10,1681.75,1681.75,1850.699951171875,1640.050048828125,1815.0,45513,2025-02-10
2025-02-17,1697.4000244140625,1697.4000244140625,1724.949951171875,1630.0,1690.0,28968,2025-02-17
2025-02-24,1638.699951171875,1638.699951171875,1705.449951171875,1585.949951171875,1671.949951171875,24249,2025-02-24
2025-03-03,1668.300048828125,1668.300048828125,1692.300048828125,1564.050048828125,1631.6500244140625,34618,2025-03-03
2025-03-10,1549.050048828125,1549.050048828125,1676.5999755859375,1545.0,1676.5999755859375,35509,2025-03-10
2025-03-17,1719.25,1719.25,1794.949951171875,1535.0,1556.800048828125,75258,2025-03-17
2025-03-24,1611.5,1611.5,1753.050048828125,1600.5,1712.0,65304,2025-03-24
2025-03-31,1629.800048828125,1629.800048828125,1680.0,1581.050048828125,1611.5,22294,2025-03-31
2025-04-07,1624.949951171875,1624.949951171875,1640.0,1520.0,1520.0,20875,2025-04-07
2025-04-14,1677.5999755859375,1677.5999755859375,1706.0,1624.0,1624.949951171875,25253,2025-04-14
2025-04-21,1680.800048828125,1680.800048828125,1742.800048828125,1633.0999755859375,1686.4000244140625,47112,2025-04-21
2025-04-28,1661.800048828125,1661.800048828125,1684.9000244140625,1630.199951171875,1680.800048828125,17973,2025-04-28
2025-05-05,1688.9000244140625,1688.9000244140625,1713.4000244140625,1649.5999755859375,1672.0,33545,2025-05-05
2025-05-12,1707.0,1707.0,1740.0,1643.300048828125,1697.800048828125,67762,2025-05-12
2025-05-19,1739.5,1739.5,1750.0,1691.5,1728.0,78773,2025-05-19
2025-05-26,1753.9000244140625,1753.9000244140625,1795.5999755859375,1720.0999755859375,1748.199951171875,29190,2025-05-26
2025-06-02,1792.300048828125,1792.300048828125,1854.0,1730.0,1754.0,54887,2025-06-02
2025-06-09,1784.699951171875,1784.699951171875,1852.699951171875,1769.0999755859375,1801.699951171875,43978,2025-06-09
2025-06-16,1780.0,1780.0,1840.800048828125,1760.0,1760.0,27684,2025-06-16
2025-06-23,1821.0,1821.0,1850.0,1760.0,1760.0,34564,2025-06-23
2025-06-30,1789.800048828125,1789.800048828125,1835.0,1769.9000244140625,1805.5,33192,2025-06-30
2025-07-07,1806.699951171875,1806.699951171875,1827.300048828125,1775.699951171875,1789.800048828125,49622,2025-07-07
2025-07-14,1812.699951171875,1812.699951171875,1825.0,1788.0999755859375,1808.0,10662,2025-07-14
