Date,Adj Close_MAITHANALL.NS,Close_MAITHANALL.NS,High_MAITHANALL.NS,Low_MAITHANALL.NS,Open_MAITHANALL.NS,Volume_MAITHANALL.NS,Date
2020-07-13,435.330322265625,450.04998779296875,470.29998779296875,439.20001220703125,460.0,97174,2020-07-13
2020-07-20,426.7698059082031,441.20001220703125,468.70001220703125,441.0,450.6000061035156,187074,2020-07-20
2020-07-27,412.55059814453125,426.5,447.6499938964844,422.20001220703125,440.04998779296875,119939,2020-07-27
2020-08-03,501.8317565917969,518.7999877929688,524.7000122070312,425.0,429.8500061035156,1050482,2020-08-03
2020-08-10,478.7618408203125,494.95001220703125,547.0,492.0,520.0,363056,2020-08-10
2020-08-17,563.2066040039062,582.25,622.7000122070312,495.45001220703125,502.95001220703125,954587,2020-08-17
2020-08-24,546.08544921875,564.5499877929688,606.0,555.0,587.7000122070312,426547,2020-08-24
2020-08-31,536.5091552734375,554.6500244140625,577.4500122070312,518.0,567.5999755859375,329340,2020-08-31
2020-09-07,508.8929748535156,526.0999755859375,558.0,513.0499877929688,551.0999755859375,136891,2020-09-07
2020-09-14,518.7593994140625,536.2999877929688,549.7999877929688,505.5,534.5,310849,2020-09-14
2020-09-21,499.026611328125,515.9000244140625,538.4000244140625,482.1499938964844,530.0,155129,2020-09-21
2020-09-28,488.43475341796875,504.95001220703125,538.0,493.0,521.0,67125,2020-09-28
2020-10-05,473.7319030761719,489.75,523.4000244140625,485.0,502.5,151805,2020-10-05
2020-10-12,481.7120666503906,498.0,501.95001220703125,481.1000061035156,491.0,107289,2020-10-12
2020-10-19,490.94970703125,507.54998779296875,518.9500122070312,494.8500061035156,505.04998779296875,144822,2020-10-19
2020-10-26,467.3961181640625,483.20001220703125,514.75,472.25,509.6499938964844,153594,2020-10-26
2020-11-02,493.12615966796875,509.79998779296875,518.0,474.0,487.95001220703125,140748,2020-11-02
2020-11-09,504.7820739746094,521.8499755859375,533.5,494.0,514.9000244140625,306010,2020-11-09
2020-11-16,543.6188354492188,562.0,579.9000244140625,516.6500244140625,516.6500244140625,395100,2020-11-16
2020-11-23,528.3355712890625,546.2000122070312,567.0,541.25,566.0,184244,2020-11-23
2020-11-30,538.4921264648438,556.7000122070312,593.3499755859375,544.8499755859375,546.2000122070312,231001,2020-11-30
2020-12-07,542.8450317382812,561.2000122070312,568.5,541.5,556.7000122070312,197333,2020-12-07
2020-12-14,532.7368774414062,550.75,575.25,544.0,565.0,141176,2020-12-14
2020-12-21,513.3909301757812,530.75,555.5,498.3500061035156,550.9500122070312,167159,2020-12-21
2020-12-28,556.6773071289062,575.5,594.5499877929688,533.0,533.0,341381,2020-12-28
2021-01-04,643.6370239257812,665.4000244140625,692.9000244140625,575.5499877929688,582.0,1458398,2021-01-04
2021-01-11,629.65966796875,650.9500122070312,725.0,636.0999755859375,673.7000122070312,818972,2021-01-11
2021-01-18,581.4884033203125,601.1500244140625,678.0,597.9500122070312,650.0,377789,2021-01-18
2021-01-25,564.8026123046875,583.9000244140625,615.1500244140625,569.0499877929688,609.9000244140625,190601,2021-01-25
2021-02-01,609.3463745117188,629.9500122070312,645.8499755859375,575.0,586.8499755859375,183351,2021-02-01
2021-02-08,617.9069213867188,638.7999877929688,679.4500122070312,625.0499877929688,629.9500122070312,302142,2021-02-08
2021-02-15,589.80712890625,609.75,650.9500122070312,596.0499877929688,647.7999877929688,294680,2021-02-15
2021-02-22,589.3717651367188,609.2999877929688,646.5999755859375,519.5,608.0,284435,2021-02-22
2021-03-01,582.8425903320312,602.5499877929688,625.0,598.0,623.0,363964,2021-03-01
2021-03-08,578.3446655273438,597.9000244140625,610.0,591.25,602.5499877929688,131165,2021-03-08
2021-03-15,561.7072143554688,580.7000122070312,608.0,571.3499755859375,598.0,200559,2021-03-15
2021-03-22,525.8690795898438,543.6500244140625,585.0,538.0999755859375,581.0,224245,2021-03-22
2021-03-29,564.5123291015625,583.5999755859375,593.2999877929688,532.4000244140625,543.6500244140625,307641,2021-03-29
2021-04-05,705.5437622070312,729.4000244140625,751.0,581.0,590.0,1797950,2021-04-05
2021-04-12,696.5478515625,720.0999755859375,758.0,664.0,717.0499877929688,464051,2021-04-12
2021-04-19,696.886474609375,720.4500122070312,731.0,680.0,715.0,279227,2021-04-19
2021-04-26,763.919921875,789.75,819.5999755859375,720.0,724.2000122070312,1108308,2021-04-26
2021-05-03,764.500244140625,790.3499755859375,879.7999877929688,780.0999755859375,786.0,1061601,2021-05-03
2021-05-10,751.7803955078125,777.2000122070312,819.0,765.0,798.0,383201,2021-05-10
2021-05-17,730.306396484375,755.0,805.0,744.8499755859375,787.9500122070312,451744,2021-05-17
2021-05-24,730.0645751953125,754.75,787.5999755859375,740.25,763.7000122070312,242781,2021-05-24
2021-05-31,805.8037109375,833.0499877929688,898.0,751.0,754.75,1033296,2021-05-31
2021-06-07,796.5176391601562,823.4500122070312,869.9000244140625,798.3499755859375,838.6500244140625,571321,2021-06-07
2021-06-14,909.3524169921875,940.0999755859375,959.0,804.8499755859375,825.0,2304239,2021-06-14
2021-06-21,980.6419067382812,1013.7999877929688,1093.9000244140625,902.0999755859375,911.0,3223253,2021-06-21
2021-06-28,1051.2059326171875,1086.75,1107.75,976.0,1019.0,950860,2021-06-28
2021-07-05,1031.9085693359375,1066.800048828125,1138.0,1057.0,1100.0,653429,2021-07-05
2021-07-12,1004.9210815429688,1038.9000244140625,1104.5,1034.0,1070.0,462738,2021-07-12
2021-07-19,1046.8531494140625,1082.25,1099.0,1002.4500122070312,1034.800048828125,412085,2021-07-19
2021-07-26,1126.4613037109375,1164.550048828125,1208.5999755859375,1086.1500244140625,1090.0,1571303,2021-07-26
2021-08-02,1145.1785888671875,1183.9000244140625,1254.949951171875,1170.0,1170.0,1140834,2021-08-02
2021-08-09,1095.7015380859375,1132.75,1229.699951171875,1035.550048828125,1190.949951171875,1571225,2021-08-09
2021-08-16,954.5250244140625,986.7999877929688,1140.949951171875,980.6500244140625,1135.0,611726,2021-08-16
2021-08-23,904.1774291992188,934.75,1004.5,911.0499877929688,988.0,533237,2021-08-23
2021-08-30,959.554931640625,992.0,1002.0,940.0499877929688,942.9000244140625,799837,2021-08-30
2021-09-06,931.455078125,962.9500122070312,1008.0,958.0,998.0499877929688,287055,2021-09-06
2021-09-13,1017.8827514648438,1052.300048828125,1096.0,954.0,962.9500122070312,834097,2021-09-13
2021-09-20,952.1068115234375,984.2999877929688,1031.1500244140625,911.0,1015.0,721338,2021-09-20
2021-09-27,1125.3475341796875,1155.949951171875,1190.0,973.25,993.0,2388527,2021-09-27
2021-10-04,1080.808837890625,1110.199951171875,1212.949951171875,1095.0,1166.699951171875,812893,2021-10-04
2021-10-11,1075.7464599609375,1105.0,1156.5999755859375,1100.0,1120.550048828125,371804,2021-10-11
2021-10-18,1023.3220825195312,1051.1500244140625,1199.050048828125,1039.6500244140625,1134.0,666248,2021-10-18
2021-10-25,1027.9461669921875,1055.9000244140625,1169.4000244140625,989.4000244140625,1058.949951171875,541573,2021-10-25
2021-11-01,1019.0385131835938,1046.75,1099.0,1025.0,1051.0,198241,2021-11-01
2021-11-08,1027.9461669921875,1055.9000244140625,1142.0,1043.050048828125,1052.0,745894,2021-11-08
2021-11-15,930.6910400390625,956.0,1068.9000244140625,948.0,1066.25,404748,2021-11-15
2021-11-22,942.2272338867188,967.8499755859375,1014.0,906.0,941.0,486758,2021-11-22
2021-11-29,954.7371215820312,980.7000122070312,999.8499755859375,920.0,961.0,178465,2021-11-29
2021-12-06,991.2930297851562,1018.25,1039.0,956.5,975.0,301149,2021-12-06
2021-12-13,939.3067016601562,964.8499755859375,1045.0,959.2000122070312,1016.0499877929688,208173,2021-12-13
2021-12-20,939.4527587890625,965.0,989.0499877929688,925.5499877929688,952.0,156035,2021-12-20
2021-12-27,988.3238525390625,1015.2000122070312,1057.0,945.0999755859375,966.9500122070312,232526,2021-12-27
2022-01-03,1018.0161743164062,1045.699951171875,1086.0,995.0,1020.0,374627,2022-01-03
2022-01-10,1049.07177734375,1077.5999755859375,1100.050048828125,1036.3499755859375,1050.9000244140625,340164,2022-01-10
2022-01-17,979.3673095703125,1006.0,1100.0,990.0,1082.800048828125,290631,2022-01-17
2022-01-24,949.8695068359375,975.7000122070312,1012.0999755859375,929.0,1000.0999755859375,241641,2022-01-24
2022-01-31,988.0803833007812,1014.9500122070312,1045.0,967.25,986.25,384159,2022-01-31
2022-02-07,1026.8267822265625,1054.75,1067.9000244140625,985.25,1021.0999755859375,359255,2022-02-07
2022-02-14,1113.61669921875,1143.9000244140625,1240.0,1107.0,1144.0,2350049,2022-02-14
