Date,Adj Close_COROMANDEL.NS,Close_COROMANDEL.NS,High_COROMANDEL.NS,Low_COROMANDEL.NS,Open_COROMANDEL.NS,Volume_COROMANDEL.NS,Date
2020-11-16,737.1205444335938,773.5499877929688,796.9000244140625,747.0,749.75,1561341,2020-11-16
2020-11-23,789.3397216796875,828.3499755859375,837.5499877929688,765.1500244140625,779.9000244140625,2175783,2020-11-23
2020-11-30,754.22509765625,791.5,835.9500122070312,775.2000122070312,828.3499755859375,1425425,2020-11-30
2020-12-07,754.5586547851562,791.8499755859375,807.9000244140625,771.5999755859375,792.5,1910956,2020-12-07
2020-12-14,745.8395385742188,782.7000122070312,812.75,773.7999877929688,795.0,2700591,2020-12-14
2020-12-21,764.3258666992188,802.0999755859375,807.2000122070312,746.4500122070312,782.7000122070312,1357168,2020-12-21
2020-12-28,775.33203125,813.6500244140625,880.9000244140625,793.25,809.0,12827197,2020-12-28
2021-01-04,778.8101196289062,817.2999877929688,828.2000122070312,806.2000122070312,823.0,2957316,2021-01-04
2021-01-11,792.484375,831.6500244140625,836.9000244140625,807.2999877929688,823.0,2668447,2021-01-11
2021-01-18,794.0565795898438,833.2999877929688,861.0,809.2000122070312,836.6500244140625,2507425,2021-01-18
2021-01-25,805.1103515625,844.9000244140625,851.5,803.25,841.7000122070312,1151360,2021-01-25
2021-02-01,719.3963623046875,754.9500122070312,852.0,752.7999877929688,851.0,4626422,2021-02-01
2021-02-08,720.6351928710938,756.25,788.0,742.0499877929688,761.0,1902051,2021-02-08
2021-02-15,737.9627075195312,768.4000244140625,789.0,756.25,763.7999877929688,1842152,2021-02-15
2021-02-22,740.7957763671875,771.3499755859375,787.0,743.5,763.0,1496369,2021-02-22
2021-03-01,754.2412109375,785.3499755859375,797.0499877929688,772.0,775.0,2366931,2021-03-01
2021-03-08,742.0443115234375,772.6500244140625,787.7999877929688,762.25,787.5999755859375,1213534,2021-03-08
2021-03-15,723.8929443359375,753.75,781.0,725.0999755859375,769.0,1467343,2021-03-15
2021-03-22,723.0286254882812,752.8499755859375,764.8499755859375,742.0499877929688,758.5,1324266,2021-03-22
2021-03-29,719.2351684570312,748.9000244140625,778.0,746.25,752.8499755859375,1138051,2021-03-29
2021-04-05,739.5473022460938,770.0499877929688,777.4500122070312,718.0,748.9500122070312,2186017,2021-04-05
2021-04-12,716.8341064453125,746.4000244140625,770.0,725.5999755859375,770.0,1210783,2021-04-12
2021-04-19,706.6539306640625,735.7999877929688,748.9000244140625,722.0,731.5,1174271,2021-04-19
2021-04-26,712.5123291015625,741.9000244140625,745.0,711.0,739.0,2066944,2021-04-26
2021-05-03,700.4594116210938,729.3499755859375,739.4000244140625,720.0999755859375,736.0,1964372,2021-05-03
2021-05-10,739.2590942382812,769.75,791.9500122070312,725.2000122070312,732.1500244140625,2486315,2021-05-10
2021-05-17,801.5403442382812,834.5999755859375,838.0,762.0999755859375,774.7999877929688,4622532,2021-05-17
2021-05-24,778.9231567382812,811.0499877929688,852.4500122070312,806.0,839.0,2074567,2021-05-24
2021-05-31,799.2354125976562,832.2000122070312,853.9000244140625,786.0999755859375,817.75,2399033,2021-05-31
2021-06-07,815.898193359375,849.5499877929688,867.7999877929688,835.7000122070312,838.7999877929688,1915887,2021-06-07
2021-06-14,842.5489501953125,877.2999877929688,898.5,833.0999755859375,852.75,3060160,2021-06-14
2021-06-21,892.5371704101562,929.3499755859375,956.0,853.2000122070312,860.0,3815235,2021-06-21
2021-06-28,872.9452514648438,908.9500122070312,937.1500244140625,886.3499755859375,930.7999877929688,1693179,2021-06-28
2021-07-05,859.7879638671875,895.25,919.5,888.9500122070312,912.2000122070312,1206542,2021-07-05
2021-07-12,829.0555419921875,863.25,904.9000244140625,861.0,899.1500244140625,2324200,2021-07-12
2021-07-19,840.1865844726562,868.9500122070312,883.0,852.7000122070312,860.0,1187462,2021-07-19
2021-07-26,887.6129760742188,918.0,924.9500122070312,855.5499877929688,873.0,6389950,2021-07-26
2021-08-02,829.88916015625,858.2999877929688,929.7999877929688,820.3499755859375,920.0,3386728,2021-08-02
2021-08-09,808.18212890625,835.8499755859375,866.4500122070312,785.5499877929688,858.0,2151364,2021-08-09
2021-08-16,793.92041015625,821.0999755859375,854.0,810.0999755859375,835.7000122070312,1964933,2021-08-16
2021-08-23,741.4178466796875,766.7999877929688,827.8499755859375,764.9500122070312,822.4500122070312,2363959,2021-08-23
2021-08-30,772.7937622070312,799.25,819.0999755859375,770.2999877929688,770.2999877929688,2962022,2021-08-30
2021-09-06,787.4423217773438,814.4000244140625,829.7000122070312,779.1500244140625,806.9000244140625,2917439,2021-09-06
2021-09-13,780.8673706054688,807.5999755859375,845.3499755859375,802.4000244140625,821.5,3355956,2021-09-13
2021-09-20,780.6739501953125,807.4000244140625,833.4500122070312,782.0,805.0,4862006,2021-09-20
2021-09-27,773.4223022460938,799.9000244140625,815.2999877929688,785.2000122070312,807.75,3005412,2021-09-27
2021-10-04,830.7109375,859.1500244140625,879.7999877929688,798.1500244140625,802.0,5599375,2021-10-04
2021-10-11,834.626953125,863.2000122070312,887.9500122070312,841.0,859.7999877929688,2897901,2021-10-11
2021-10-18,796.9662475585938,824.25,876.75,820.0,863.5,2237722,2021-10-18
2021-10-25,759.5955810546875,785.5999755859375,826.5,774.0499877929688,825.0,2339926,2021-10-25
2021-11-01,754.7610473632812,780.5999755859375,802.75,767.0499877929688,781.0999755859375,1797483,2021-11-01
2021-11-08,764.72021484375,790.9000244140625,799.4000244140625,771.75,779.0,2588418,2021-11-08
2021-11-15,764.5750122070312,790.75,810.7999877929688,781.5999755859375,792.0999755859375,1428870,2021-11-15
2021-11-22,727.0593872070312,751.9500122070312,793.0499877929688,742.9000244140625,790.75,2086513,2021-11-22
2021-11-29,724.9806518554688,749.7999877929688,766.9000244140625,730.0499877929688,750.0,2416723,2021-11-29
2021-12-06,735.278076171875,760.4500122070312,773.9000244140625,737.0999755859375,749.7999877929688,1677647,2021-12-06
2021-12-13,703.6605224609375,727.75,768.25,722.0,764.0,2083853,2021-12-13
2021-12-20,720.4844970703125,745.1500244140625,749.25,709.3499755859375,727.75,1297019,2021-12-20
2021-12-27,731.0237426757812,756.0499877929688,763.7000122070312,735.3499755859375,746.9500122070312,725695,2021-12-27
2022-01-03,752.7305908203125,778.5,786.7999877929688,752.5999755859375,758.9500122070312,2265196,2022-01-03
2022-01-10,759.9340209960938,785.9500122070312,796.0,756.0499877929688,779.0,2828683,2022-01-10
2022-01-17,745.3338012695312,770.8499755859375,819.7999877929688,760.0,785.9500122070312,2593548,2022-01-17
2022-01-24,760.7557983398438,786.7999877929688,792.9000244140625,731.1500244140625,771.5,1726408,2022-01-24
2022-01-31,767.282470703125,793.5499877929688,833.0,782.0499877929688,794.8499755859375,2554691,2022-01-31
2022-02-07,763.7532348632812,789.9000244140625,817.7000122070312,786.0,791.7000122070312,1553587,2022-02-07
2022-02-14,777.0480346679688,803.6500244140625,814.0999755859375,750.2000122070312,770.0,2121866,2022-02-14
2022-02-21,739.0547485351562,758.5499877929688,803.0,729.5499877929688,803.0,1423956,2022-02-21
2022-02-28,740.8085327148438,760.3499755859375,795.9500122070312,747.4000244140625,758.0,1155752,2022-02-28
2022-03-07,758.151123046875,778.1500244140625,786.0,741.4500122070312,753.4000244140625,2010443,2022-03-07
2022-03-14,827.6185913085938,849.4500122070312,855.75,760.0,784.0,2356289,2022-03-14
2022-03-21,773.35009765625,793.75,867.8499755859375,790.5499877929688,853.0,2660459,2022-03-21
2022-03-28,776.565185546875,797.0499877929688,819.0,780.0999755859375,796.0,1867941,2022-03-28
2022-04-04,811.7861938476562,833.2000122070312,848.0,800.25,808.0,3108405,2022-04-04
2022-04-11,819.0447998046875,840.6500244140625,852.9500122070312,822.0,837.5999755859375,1022521,2022-04-11
2022-04-18,809.1555786132812,830.5,866.4000244140625,819.0,840.6500244140625,2414368,2022-04-18
2022-04-25,871.5595092773438,894.5499877929688,921.0,810.0,827.0,5722412,2022-04-25
2022-05-02,888.025146484375,911.4500122070312,928.7000122070312,888.6500244140625,893.0,2945664,2022-05-02
2022-05-09,860.35498046875,883.0499877929688,922.0999755859375,863.7999877929688,911.4500122070312,2825735,2022-05-09
2022-05-16,906.0496826171875,929.9500122070312,956.25,877.0,887.7000122070312,3944374,2022-05-16
2022-05-23,914.672119140625,938.7999877929688,981.0,877.0999755859375,938.7999877929688,5740979,2022-05-23
2022-05-30,921.5408935546875,945.8499755859375,983.9500122070312,914.0,947.0,3601810,2022-05-30
2022-06-06,902.3960571289062,926.2000122070312,977.0,915.2000122070312,950.2000122070312,2001608,2022-06-06
2022-06-13,899.7167358398438,923.4500122070312,969.0999755859375,892.2000122070312,900.0999755859375,2362106,2022-06-13
2022-06-20,908.144287109375,932.0999755859375,945.0,887.75,928.0,1764584,2022-06-20
2022-06-27,940.4910888671875,965.2999877929688,976.4500122070312,928.0,944.0,2791335,2022-06-27
2022-07-04,949.4547119140625,974.5,999.9000244140625,946.0,967.5,3505005,2022-07-04
2022-07-11,954.7158813476562,979.9000244140625,1013.8499755859375,960.9500122070312,974.5,1833819,2022-07-11
2022-07-18,1000.081298828125,1020.2000122070312,1045.0,978.6500244140625,987.75,2217693,2022-07-18
2022-07-25,1008.4627075195312,1028.75,1075.0999755859375,997.7999877929688,1020.2000122070312,4733430,2022-07-25
2022-08-01,1028.5584716796875,1049.25,1062.0,1011.7999877929688,1038.6500244140625,3249607,2022-08-01
2022-08-08,1054.830078125,1076.050048828125,1091.0,1042.9000244140625,1053.949951171875,2153781,2022-08-08
2022-08-15,1011.20751953125,1031.550048828125,1092.949951171875,1021.4500122070312,1076.050048828125,1277464,2022-08-15
2022-08-22,1018.6575927734375,1039.1500244140625,1062.550048828125,980.0,1034.550048828125,3727217,2022-08-22
2022-08-29,1024.7843017578125,1045.4000244140625,1094.0,1012.25,1030.0,3198437,2022-08-29
2022-09-05,1023.2159423828125,1043.800048828125,1065.8499755859375,1025.800048828125,1047.0,2440749,2022-09-05
2022-09-12,993.7584838867188,1013.75,1057.0,992.5,1050.0,2833628,2022-09-12
2022-09-19,988.5140380859375,1008.4000244140625,1056.0,1002.1500244140625,1021.0999755859375,1669340,2022-09-19
2022-09-26,974.5940551757812,994.2000122070312,1005.9500122070312,963.3499755859375,1000.0,2205990,2022-09-26
2022-10-03,977.7799682617188,997.4500122070312,1025.75,981.0,982.0,1769893,2022-10-03
2022-10-10,947.8814086914062,966.9500122070312,998.6500244140625,955.0499877929688,981.7000122070312,1414918,2022-10-10
2022-10-17,974.8881225585938,994.5,998.0,951.0,960.0,1610867,2022-10-17
2022-10-24,956.556884765625,975.7999877929688,1010.9500122070312,970.0,999.0,1122141,2022-10-24
2022-10-31,934.5986938476562,953.4000244140625,1009.0,943.1500244140625,973.3499755859375,5287841,2022-10-31
2022-11-07,906.5136108398438,924.75,960.0999755859375,922.8499755859375,954.0,2539074,2022-11-07
2022-11-14,885.731689453125,903.5499877929688,940.9000244140625,890.0,920.0499877929688,2187636,2022-11-14
2022-11-21,902.2003784179688,920.3499755859375,926.0,886.2999877929688,902.0999755859375,3115297,2022-11-21
2022-11-28,895.9756469726562,914.0,934.8499755859375,911.0,921.3499755859375,1613518,2022-11-28
2022-12-05,942.44091796875,961.4000244140625,974.7999877929688,905.1500244140625,918.7999877929688,4003742,2022-12-05
2022-12-12,924.3546752929688,942.9500122070312,972.7999877929688,935.1500244140625,959.8499755859375,2773755,2022-12-12
2022-12-19,848.2850341796875,865.3499755859375,945.0,848.0499877929688,945.0,2607660,2022-12-19
2022-12-26,869.6551513671875,887.1500244140625,908.0,853.2000122070312,865.3499755859375,2807912,2022-12-26
2023-01-02,883.9672241210938,901.75,910.5999755859375,881.2000122070312,891.5999755859375,2315899,2023-01-02
2023-01-09,855.6860961914062,872.9000244140625,908.25,870.2000122070312,908.25,1471657,2023-01-09
2023-01-16,849.36328125,866.4500122070312,890.25,861.5,872.9000244140625,950147,2023-01-16
2023-01-23,837.2568359375,854.0999755859375,870.7999877929688,838.0,867.5999755859375,1040251,2023-01-23
2023-01-30,856.3233032226562,873.5499877929688,916.0,849.0,854.9500122070312,3207167,2023-01-30
2023-02-06,906.66064453125,924.9000244140625,932.0,866.0,866.0,1639413,2023-02-06
2023-02-13,888.1333618164062,906.0,930.0,900.75,928.0,1238682,2023-02-13
2023-02-20,876.535888671875,888.2999877929688,915.0,880.7999877929688,905.9000244140625,1187649,2023-02-20
2023-02-27,895.1362915039062,907.1500244140625,917.6500244140625,878.0499877929688,883.9000244140625,1104098,2023-02-27
2023-03-06,902.5862426757812,914.7000122070312,939.4000244140625,902.0999755859375,909.9500122070312,1368863,2023-03-06
2023-03-13,847.327880859375,858.7000122070312,915.2999877929688,855.7999877929688,910.2000122070312,1150189,2023-03-13
2023-03-20,869.5792846679688,881.25,898.5,841.5,858.5499877929688,1866258,2023-03-20
2023-03-27,867.605712890625,879.25,887.8499755859375,848.5499877929688,880.9000244140625,951887,2023-03-27
2023-04-03,910.82568359375,923.0499877929688,924.9500122070312,864.0,882.0,1470659,2023-04-03
2023-04-10,914.9700317382812,927.25,940.0,918.0499877929688,925.0,1362308,2023-04-10
2023-04-17,928.0445556640625,940.5,956.9000244140625,919.25,923.0,1730346,2023-04-17
2023-04-24,929.9686889648438,942.4500122070312,956.7999877929688,931.2000122070312,955.9000244140625,1305192,2023-04-24
2023-05-01,948.3224487304688,961.0499877929688,982.0,936.4000244140625,942.4500122070312,1575328,2023-05-01
2023-05-08,957.8446655273438,970.7000122070312,984.0,953.8499755859375,961.0,1266210,2023-05-08
2023-05-15,914.674072265625,926.9500122070312,1004.2999877929688,917.2000122070312,969.0,4361893,2023-05-15
2023-05-22,925.0349731445312,937.4500122070312,942.0,908.0999755859375,920.0,1669505,2023-05-22
2023-05-29,940.4284057617188,953.0499877929688,965.9500122070312,932.7000122070312,940.2999877929688,1646967,2023-05-29
2023-06-05,919.410400390625,931.75,973.7000122070312,929.0,960.0,3168981,2023-06-05
2023-06-12,924.1468505859375,936.5499877929688,955.9000244140625,921.0,935.0,2468218,2023-06-12
2023-06-19,915.9568481445312,928.25,968.8499755859375,916.0,938.0,4026243,2023-06-19
2023-06-26,935.8399658203125,948.4000244140625,955.0,913.5499877929688,928.0499877929688,1867556,2023-06-26
2023-07-03,948.9144897460938,961.6500244140625,980.0,944.4500122070312,954.0,1999275,2023-07-03
2023-07-10,931.5968627929688,944.0999755859375,968.0999755859375,921.25,961.9500122070312,2116386,2023-07-10
2023-07-17,973.6632690429688,980.4000244140625,985.0,942.0,944.0,1905142,2023-07-17
2023-07-24,972.7694091796875,979.5,1024.25,953.0,985.25,3949397,2023-07-24
2023-07-31,1035.53515625,1042.699951171875,1050.0,981.25,988.9000244140625,3231083,2023-07-31
2023-08-07,1057.78125,1065.0999755859375,1081.6500244140625,1035.0,1048.0,1717670,2023-08-07
2023-08-14,1062.597900390625,1069.949951171875,1080.0,1043.050048828125,1064.800048828125,815431,2023-08-14
2023-08-21,1057.5328369140625,1064.8499755859375,1115.0,1060.0999755859375,1080.0,2044585,2023-08-21
2023-08-28,1103.3658447265625,1111.0,1117.949951171875,1060.300048828125,1065.050048828125,1610853,2023-08-28
2023-09-04,1116.47509765625,1124.199951171875,1152.949951171875,1102.5,1118.949951171875,1530868,2023-09-04
2023-09-11,1128.88916015625,1136.699951171875,1138.949951171875,1095.25,1129.300048828125,1517142,2023-09-11
2023-09-18,1094.3780517578125,1101.949951171875,1142.199951171875,1071.5,1139.9000244140625,984735,2023-09-18
2023-09-25,1138.42333984375,1146.300048828125,1150.0,1072.3499755859375,1107.0,1531916,2023-09-25
2023-10-02,1163.4005126953125,1171.449951171875,1180.0,1133.3499755859375,1146.300048828125,2756195,2023-10-02
2023-10-09,1142.1475830078125,1150.050048828125,1184.699951171875,1143.050048828125,1160.1500244140625,1198407,2023-10-09
2023-10-16,1129.93212890625,1137.75,1175.5999755859375,1135.0,1150.050048828125,1184293,2023-10-16
2023-10-23,1067.265625,1074.6500244140625,1146.9000244140625,1054.0,1135.0,1625431,2023-10-23
2023-10-30,1064.584228515625,1071.949951171875,1080.0,1019.0499877929688,1080.0,1801392,2023-10-30
2023-11-06,1089.9586181640625,1097.5,1124.4000244140625,1075.0,1077.5999755859375,1690725,2023-11-06
2023-11-13,1112.0059814453125,1119.699951171875,1129.6500244140625,1095.0,1110.050048828125,870298,2023-11-13
2023-11-20,1127.2506103515625,1135.050048828125,1143.0,1109.5999755859375,1122.550048828125,952545,2023-11-20
2023-11-27,1161.5631103515625,1169.5999755859375,1177.5,1114.199951171875,1135.050048828125,1594853,2023-11-27
2023-12-04,1216.334228515625,1224.75,1252.949951171875,1161.25,1179.0,2454993,2023-12-04
2023-12-11,1234.806396484375,1243.3499755859375,1267.0,1222.0,1224.75,1059080,2023-12-11
2023-12-18,1222.5909423828125,1231.050048828125,1254.9000244140625,1175.0,1243.4000244140625,991640,2023-12-18
2023-12-25,1243.0494384765625,1251.6500244140625,1271.550048828125,1216.75,1231.050048828125,2114208,2023-12-25
2024-01-01,1237.83544921875,1246.4000244140625,1268.5,1224.199951171875,1251.6500244140625,1009180,2024-01-01
2024-01-08,1172.8350830078125,1180.949951171875,1246.0,1152.550048828125,1245.0,1503905,2024-01-08
2024-01-15,1174.5731201171875,1182.699951171875,1219.199951171875,1126.5,1182.050048828125,1283248,2024-01-15
2024-01-22,1121.2421875,1129.0,1182.699951171875,1119.8499755859375,1182.699951171875,774799,2024-01-22
2024-01-29,1069.05322265625,1076.449951171875,1149.9000244140625,1034.5999755859375,1134.8499755859375,5490500,2024-01-29
2024-02-05,1080.02734375,1087.5,1112.0,1065.0,1077.0,1559535,2024-02-05
2024-02-12,1082.212158203125,1089.699951171875,1111.0,1071.550048828125,1093.6500244140625,950445,2024-02-12
2024-02-19,1073.8201904296875,1081.25,1124.0,1076.0999755859375,1089.699951171875,1216416,2024-02-19
2024-02-26,1079.9776611328125,1087.449951171875,1100.0,1024.5999755859375,1093.949951171875,2365677,2024-02-26
2024-03-04,1106.8914794921875,1114.550048828125,1123.0,1075.300048828125,1080.0,1574123,2024-03-04
2024-03-11,1067.4642333984375,1074.8499755859375,1130.0999755859375,1054.800048828125,1122.0,3113720,2024-03-11
2024-03-18,1058.1287841796875,1065.449951171875,1079.0,1036.75,1079.0,2675827,2024-03-18
2024-03-25,1067.662841796875,1075.050048828125,1085.0,1040.0,1064.5,1731401,2024-03-25
2024-04-01,1153.4195556640625,1161.4000244140625,1163.0,1075.050048828125,1084.25,1950735,2024-04-01
2024-04-08,1147.2620849609375,1155.199951171875,1179.449951171875,1141.5999755859375,1165.0,774156,2024-04-08
2024-04-15,1113.7440185546875,1121.449951171875,1152.949951171875,1092.550048828125,1142.0,1650477,2024-04-15
2024-04-22,1176.36083984375,1184.5,1199.0,1071.9000244140625,1124.199951171875,4481374,2024-04-22
2024-04-29,1199.7987060546875,1208.0999755859375,1217.3499755859375,1174.050048828125,1192.8499755859375,1381858,2024-04-29
2024-05-06,1172.9344482421875,1181.050048828125,1229.449951171875,1170.0,1209.800048828125,1259510,2024-05-06
2024-05-13,1241.80810546875,1250.4000244140625,1268.0,1174.0,1182.0,1480559,2024-05-13
2024-05-20,1244.7376708984375,1253.3499755859375,1273.949951171875,1224.050048828125,1260.199951171875,1259822,2024-05-20
2024-05-27,1298.3170166015625,1307.300048828125,1313.9000244140625,1241.0999755859375,1253.3499755859375,2973978,2024-05-27
2024-06-03,1382.5343017578125,1392.0999755859375,1410.0,1245.550048828125,1330.0,3431882,2024-06-03
2024-06-10,1498.4324951171875,1508.800048828125,1534.75,1387.0,1405.0,2864631,2024-06-10
2024-06-17,1539.25,1549.9000244140625,1688.449951171875,1490.550048828125,1508.800048828125,5879435,2024-06-17
2024-06-24,1589.849853515625,1600.8499755859375,1614.0,1493.3499755859375,1515.0999755859375,2965574,2024-06-24
2024-07-01,1581.8055419921875,1592.75,1608.949951171875,1562.050048828125,1596.9000244140625,978670,2024-07-01
2024-07-08,1590.991943359375,1602.0,1638.800048828125,1571.5,1599.0,1815882,2024-07-08
2024-07-15,1584.4373779296875,1595.4000244140625,1622.6500244140625,1558.199951171875,1602.0999755859375,1559587,2024-07-15
2024-07-22,1613.5360107421875,1624.699951171875,1646.4000244140625,1499.699951171875,1595.4000244140625,3668893,2024-07-22
2024-07-29,1633.714111328125,1638.949951171875,1694.4000244140625,1605.0,1632.199951171875,1817796,2024-07-29
2024-08-05,1688.2891845703125,1693.699951171875,1704.0,1585.550048828125,1610.0,4731253,2024-08-05
2024-08-12,1754.1282958984375,1759.75,1780.0,1673.550048828125,1709.0,2484808,2024-08-12
2024-08-19,1742.9141845703125,1748.5,1789.0,1713.3499755859375,1773.949951171875,2019495,2024-08-19
2024-08-26,1752.633056640625,1758.25,1773.75,1706.050048828125,1748.5,1593884,2024-08-26
2024-09-02,1685.7474365234375,1691.1500244140625,1773.550048828125,1681.0,1758.25,1452891,2024-09-02
2024-09-09,1688.987060546875,1694.4000244140625,1728.25,1667.050048828125,1688.0,1318926,2024-09-09
2024-09-16,1653.849609375,1659.1500244140625,1743.25,1606.9000244140625,1694.4000244140625,2535435,2024-09-16
2024-09-23,1651.70654296875,1657.0,1686.0,1612.0,1667.9000244140625,2249221,2024-09-23
2024-09-30,1614.72509765625,1619.9000244140625,1739.4000244140625,1614.5,1660.8499755859375,1812956,2024-09-30
2024-10-07,1633.714111328125,1638.949951171875,1647.0,1545.6500244140625,1625.0,1617774,2024-10-07
2024-10-14,1615.921142578125,1621.0999755859375,1649.25,1570.699951171875,1633.0,861994,2024-10-14
2024-10-21,1592.7454833984375,1597.8499755859375,1670.0,1560.0,1615.0,2231466,2024-10-21
2024-10-28,1686.3953857421875,1691.800048828125,1694.800048828125,1573.050048828125,1598.050048828125,1222751,2024-10-28
2024-11-04,1746.4029541015625,1752.0,1799.0,1623.0,1700.0,2352932,2024-11-04
2024-11-11,1710.4681396484375,1715.949951171875,1760.3499755859375,1665.199951171875,1752.25,1502016,2024-11-11
2024-11-18,1800.678955078125,1806.449951171875,1815.0,1695.050048828125,1715.0,1572097,2024-11-18
2024-11-25,1783.2847900390625,1789.0,1839.0,1745.4000244140625,1825.0,1581566,2024-11-25
2024-12-02,1756.769775390625,1762.4000244140625,1808.949951171875,1746.25,1798.9000244140625,1752826,2024-12-02
2024-12-09,1771.9710693359375,1777.6500244140625,1801.1500244140625,1730.5999755859375,1762.4000244140625,1701280,2024-12-09
2024-12-16,1833.4241943359375,1839.300048828125,1881.9000244140625,1756.6500244140625,1770.0,5307473,2024-12-16
2024-12-23,1840.252197265625,1846.1500244140625,1888.949951171875,1816.1500244140625,1842.050048828125,1950447,2024-12-23
2024-12-30,1952.0439453125,1958.300048828125,1968.800048828125,1822.6500244140625,1835.1500244140625,2646968,2024-12-30
2025-01-06,1916.3084716796875,1922.449951171875,1977.9000244140625,1905.699951171875,1950.9000244140625,1481113,2025-01-06
2025-01-13,1868.8604736328125,1874.8499755859375,1903.699951171875,1790.300048828125,1900.0,1974633,2025-01-13
2025-01-20,1809.2515869140625,1815.050048828125,1879.449951171875,1740.0,1874.9000244140625,1781934,2025-01-20
2025-01-27,1783.783203125,1789.5,1845.0,1687.199951171875,1800.050048828125,2242247,2025-01-27
2025-02-03,1852.263671875,1858.199951171875,1915.800048828125,1752.25,1793.75,3539493,2025-02-03
2025-02-10,1752.199951171875,1752.199951171875,1912.699951171875,1739.449951171875,1864.800048828125,2852369,2025-02-10
2025-02-17,1708.5,1708.5,1754.8499755859375,1658.5,1740.0,2311532,2025-02-17
2025-02-24,1666.949951171875,1666.949951171875,1758.9000244140625,1610.800048828125,1680.0,3286728,2025-02-24
2025-03-03,1756.300048828125,1756.300048828125,1772.8499755859375,1596.0,1664.75,3962401,2025-03-03
2025-03-10,1797.699951171875,1797.699951171875,1805.0,1699.800048828125,1750.0,2020342,2025-03-10
2025-03-17,1977.0,1977.0,2014.6500244140625,1779.75,1799.449951171875,3249572,2025-03-17
2025-03-24,1982.0999755859375,1982.0999755859375,2034.449951171875,1946.4000244140625,1993.0,2478030,2025-03-24
2025-03-31,2015.3499755859375,2015.3499755859375,2125.0,1982.0999755859375,1982.0999755859375,2130782,2025-03-31
2025-04-07,2060.0,2060.0,2175.0,1855.050048828125,1870.0,3258214,2025-04-07
2025-04-14,2118.300048828125,2118.300048828125,2270.5,2051.0,2060.0,2706343,2025-04-14
2025-04-21,2201.5,2201.5,2254.0,2136.10009765625,2147.60009765625,3401827,2025-04-21
2025-04-28,2248.5,2248.5,2338.0,2190.699951171875,2206.0,2970611,2025-04-28
2025-05-05,2343.0,2343.0,2367.89990234375,2201.0,2265.0,3565213,2025-05-05
2025-05-12,2450.89990234375,2450.89990234375,2514.0,2320.60009765625,2380.0,5166292,2025-05-12
2025-05-19,2389.5,2389.5,2509.0,2365.0,2470.0,3627421,2025-05-19
2025-05-26,2289.39990234375,2289.39990234375,2500.0,2252.0,2400.0,20714129,2025-05-26
2025-06-02,2298.300048828125,2298.300048828125,2361.89990234375,2252.800048828125,2304.0,3464165,2025-06-02
2025-06-09,2291.39990234375,2291.39990234375,2420.0,2255.60009765625,2301.89990234375,3015111,2025-06-09
2025-06-16,2315.89990234375,2315.89990234375,2362.0,2260.0,2301.0,2763201,2025-06-16
2025-06-23,2432.199951171875,2432.199951171875,2548.0,2208.0,2290.5,2975222,2025-06-23
2025-06-30,2233.699951171875,2233.699951171875,2519.0,2223.0,2435.10009765625,4543381,2025-06-30
2025-07-07,2324.800048828125,2324.800048828125,2340.300048828125,2184.60009765625,2237.0,2378167,2025-07-07
2025-07-14,2345.89990234375,2345.89990234375,2431.0,2304.699951171875,2325.0,1324518,2025-07-14
