Date,Adj Close_IGL.NS,Close_IGL.NS,High_IGL.NS,Low_IGL.NS,Open_IGL.NS,Volume_IGL.NS,Date
2021-04-26,240.10777282714844,254.47500610351562,261.4750061035156,248.75,256.0,10415642,2021-04-26
2021-05-03,243.0091552734375,257.54998779296875,265.0,247.875,252.47500610351562,14344032,2021-05-03
2021-05-10,241.38156127929688,255.8249969482422,265.20001220703125,255.3000030517578,257.67498779296875,11306674,2021-05-10
2021-05-17,237.01768493652344,251.1999969482422,261.5,249.3249969482422,255.8249969482422,16922986,2021-05-17
2021-05-24,242.3251190185547,256.82501220703125,261.92498779296875,250.8249969482422,253.0,33894718,2021-05-24
2021-05-31,247.30227661132812,262.1000061035156,268.5,255.0,257.5,32978828,2021-05-31
2021-06-07,253.01068115234375,268.1499938964844,274.20001220703125,263.0,265.7250061035156,30986060,2021-06-07
2021-06-14,250.95851135253906,265.9750061035156,272.3999938964844,261.82501220703125,270.0,26396744,2021-06-14
2021-06-21,241.80613708496094,256.2749938964844,269.75,254.0749969482422,262.0,24027690,2021-06-21
2021-06-28,265.9136657714844,281.82501220703125,286.5,259.6499938964844,260.6000061035156,67980002,2021-06-28
2021-07-05,268.9329528808594,285.0249938964844,292.0,278.6499938964844,283.25,30537142,2021-07-05
2021-07-12,260.7005615234375,276.29998779296875,288.95001220703125,275.5,286.45001220703125,12349918,2021-07-12
2021-07-19,253.8834991455078,269.07501220703125,278.0,267.54998779296875,276.29998779296875,26009212,2021-07-19
2021-07-26,263.13018798828125,278.875,281.0,267.42498779296875,269.0,42464024,2021-07-26
2021-08-02,252.4917755126953,267.6000061035156,283.25,267.1000061035156,281.0,14546796,2021-08-02
2021-08-09,252.4681854248047,267.57501220703125,270.75,255.625,267.8500061035156,23373670,2021-08-09
2021-08-16,246.21722412109375,260.95001220703125,276.6000061035156,259.79998779296875,267.57501220703125,19580646,2021-08-16
2021-08-23,247.58535766601562,262.3999938964844,265.75,258.0249938964844,263.0,11098160,2021-08-23
2021-08-30,263.3188781738281,279.07501220703125,282.6000061035156,262.6499938964844,265.04998779296875,21454614,2021-08-30
2021-09-06,266.22027587890625,282.1499938964844,291.375,278.54998779296875,279.0,15749278,2021-09-06
2021-09-13,264.82855224609375,280.67498779296875,301.0249938964844,279.04998779296875,283.25,30009912,2021-09-13
2021-09-20,250.27439880371094,265.25,279.20001220703125,264.3500061035156,276.57501220703125,19148630,2021-09-20
2021-09-27,250.1800537109375,265.1499938964844,268.5,255.14999389648438,267.0,36725376,2021-09-27
2021-10-04,244.56600952148438,259.20001220703125,267.875,257.625,266.79998779296875,20318322,2021-10-04
2021-10-11,240.50877380371094,254.89999389648438,261.95001220703125,253.625,260.0,28343146,2021-10-11
2021-10-18,224.610107421875,238.0500030517578,259.3999938964844,237.52499389648438,255.5,37328760,2021-10-18
2021-10-25,223.57220458984375,236.9499969482422,239.60000610351562,227.0,239.5,21480678,2021-10-25
2021-11-01,226.898193359375,240.47500610351562,241.9499969482422,235.5749969482422,239.0,7593992,2021-11-01
2021-11-08,234.80035400390625,248.85000610351562,252.89999389648438,238.5500030517578,242.52499389648438,33448258,2021-11-08
2021-11-15,231.2148895263672,245.0500030517578,254.35000610351562,242.89999389648438,251.0,17033992,2021-11-15
2021-11-22,229.46932983398438,243.1999969482422,250.9499969482422,235.22500610351562,245.625,22554224,2021-11-22
2021-11-29,238.6217041015625,252.89999389648438,254.1999969482422,235.5,240.125,20793044,2021-11-29
2021-12-06,237.01768493652344,251.1999969482422,255.4499969482422,245.0,254.97500610351562,15102286,2021-12-06
2021-12-13,232.88967895507812,246.8249969482422,256.7250061035156,245.35000610351562,252.5,16845494,2021-12-13
2021-12-20,233.17276000976562,247.125,252.0,235.89999389648438,244.5,12665764,2021-12-20
2021-12-27,221.92100524902344,235.1999969482422,246.0749969482422,232.4250030517578,245.25,20834176,2021-12-27
2022-01-03,220.93028259277344,234.14999389648438,238.9250030517578,229.5,235.89999389648438,24374706,2022-01-03
2022-01-10,217.69866943359375,230.72500610351562,235.5,228.4499969482422,235.35000610351562,18500548,2022-01-10
2022-01-17,200.5498046875,212.5500030517578,232.4499969482422,210.77499389648438,230.25,45293424,2022-01-17
2022-01-24,186.16078186035156,197.3000030517578,212.6999969482422,193.0500030517578,212.5500030517578,29657144,2022-01-24
2022-01-31,187.12789916992188,198.3249969482422,205.5,195.0500030517578,199.0,20153924,2022-01-31
2022-02-07,185.33517456054688,196.4250030517578,203.0,189.4499969482422,200.0,31726126,2022-02-07
2022-02-14,178.30580139160156,188.97500610351562,195.89999389648438,185.77499389648438,193.47500610351562,21834216,2022-02-14
2022-02-21,162.3363494873047,172.0500030517578,188.77499389648438,165.60000610351562,187.52499389648438,36057134,2022-02-21
2022-02-28,156.50997924804688,165.875,174.8249969482422,163.60000610351562,170.89999389648438,23478346,2022-02-28
2022-03-07,178.40016174316406,189.0749969482422,194.8249969482422,160.5,162.5,91246748,2022-03-07
2022-03-14,184.91058349609375,195.97500610351562,200.47500610351562,187.9250030517578,189.0749969482422,33626262,2022-03-14
2022-03-21,173.51730346679688,183.89999389648438,196.4499969482422,183.02499389648438,196.0,27381540,2022-03-21
2022-03-28,179.46163940429688,190.1999969482422,192.35000610351562,180.5,183.89999389648438,31134582,2022-03-28
2022-04-04,180.8297576904297,191.64999389648438,198.1999969482422,188.9499969482422,192.39999389648438,29272826,2022-04-04
2022-04-11,183.94345092773438,194.9499969482422,195.75,186.25,192.5500030517578,14153640,2022-04-11
2022-04-18,177.71607971191406,188.35000610351562,201.0,186.5,195.4250030517578,32752350,2022-04-18
2022-04-25,166.25205993652344,176.1999969482422,191.77499389648438,175.5749969482422,187.8000030517578,27007212,2022-04-25
2022-05-02,164.6244354248047,174.47500610351562,177.75,170.22500610351562,176.1999969482422,15148294,2022-05-02
2022-05-09,175.805419921875,186.3249969482422,189.6750030517578,169.75,173.25,41845276,2022-05-09
2022-05-16,179.88621520996094,190.64999389648438,197.1999969482422,182.10000610351562,187.89999389648438,39952906,2022-05-16
2022-05-23,174.10702514648438,184.52499389648438,192.89999389648438,181.3000030517578,192.89999389648438,18572152,2022-05-23
2022-05-30,168.16273498535156,178.22500610351562,194.125,177.3249969482422,184.97500610351562,27394008,2022-05-30
2022-06-06,170.14414978027344,180.3249969482422,184.39999389648438,171.3000030517578,176.5,28777574,2022-06-06
2022-06-13,160.3549041748047,169.9499969482422,180.39999389648438,167.6750030517578,177.8000030517578,29474428,2022-06-13
2022-06-20,174.2721405029297,184.6999969482422,185.0,168.9499969482422,170.0,16223836,2022-06-20
2022-06-27,169.74314880371094,179.89999389648438,185.97500610351562,176.3000030517578,184.4499969482422,14451444,2022-06-27
2022-07-04,174.97979736328125,185.4499969482422,188.75,179.125,180.0,11538042,2022-07-04
2022-07-11,173.65884399414062,184.0500030517578,188.125,181.0500030517578,184.25,8210290,2022-07-11
2022-07-18,174.2485809326172,184.6750030517578,191.10000610351562,183.4250030517578,184.5500030517578,14595502,2022-07-18
2022-07-25,163.3978271484375,173.1750030517578,186.35000610351562,171.875,185.4499969482422,17404702,2022-07-25
2022-08-01,166.6058807373047,176.5749969482422,181.4250030517578,173.25,174.4499969482422,27622400,2022-08-01
2022-08-08,203.02659606933594,215.1750030517578,218.8249969482422,176.5749969482422,176.5749969482422,87603464,2022-08-08
2022-08-15,197.2473907470703,209.0500030517578,219.97500610351562,207.1750030517578,215.1750030517578,24813122,2022-08-15
2022-08-22,197.43609619140625,209.25,215.0,201.1750030517578,206.0,14897496,2022-08-22
2022-08-29,197.3181610107422,209.125,214.97500610351562,203.9250030517578,206.5,19047684,2022-08-29
2022-09-05,197.57762145996094,209.39999389648438,214.10000610351562,204.5,208.9499969482422,14772134,2022-09-05
2022-09-12,196.79920959472656,208.5749969482422,223.22500610351562,207.72500610351562,212.4499969482422,35231640,2022-09-12
2022-09-19,195.86253356933594,204.9250030517578,216.9499969482422,203.6999969482422,208.6999969482422,14859206,2022-09-19
2022-09-26,189.62608337402344,198.39999389648438,214.3000030517578,194.8249969482422,201.64999389648438,42077534,2022-09-26
2022-10-03,183.65248107910156,192.14999389648438,199.5,188.52499389648438,199.5,22444128,2022-10-03
2022-10-10,183.96311950683594,192.47500610351562,193.97500610351562,182.125,193.125,18481468,2022-10-10
2022-10-17,182.43386840820312,190.875,193.9499969482422,185.9250030517578,193.0,19242438,2022-10-17
2022-10-24,201.90782165527344,211.25,215.0,189.5749969482422,192.77499389648438,27193550,2022-10-24
2022-10-31,200.85646057128906,210.14999389648438,214.64999389648438,207.75,211.14999389648438,12936044,2022-10-31
2022-11-07,201.81224060058594,211.14999389648438,214.25,206.89999389648438,211.22500610351562,8804886,2022-11-07
2022-11-14,199.78121948242188,209.02499389648438,219.25,205.64999389648438,211.0,32065866,2022-11-14
2022-11-21,205.7787322998047,215.3000030517578,215.77499389648438,203.25,209.39999389648438,20960582,2022-11-21
2022-11-28,209.5301513671875,219.22500610351562,226.0,213.89999389648438,215.0,49630074,2022-11-28
2022-12-05,208.23983764648438,217.875,221.75,212.875,220.3249969482422,16568056,2022-12-05
2022-12-12,205.2769317626953,214.77499389648438,223.10000610351562,213.125,218.0,12653224,2022-12-12
2022-12-19,191.84828186035156,200.72500610351562,223.5,199.97500610351562,216.89999389648438,16031066,2022-12-19
2022-12-26,197.8218994140625,206.97500610351562,208.22500610351562,195.0,200.72500610351562,9819142,2022-12-26
2023-01-02,199.207763671875,208.4250030517578,214.1999969482422,206.22500610351562,208.25,11152454,2023-01-02
2023-01-09,199.08828735351562,208.3000030517578,214.0,207.1750030517578,209.47500610351562,10209956,2023-01-09
2023-01-16,203.0547637939453,212.4499969482422,217.3249969482422,206.0749969482422,209.35000610351562,9252774,2023-01-16
2023-01-23,199.7095489501953,208.9499969482422,218.0,204.6750030517578,212.8000030517578,11549244,2023-01-23
2023-01-30,200.1874237060547,209.4499969482422,216.75,204.75,209.27499389648438,12095498,2023-01-30
2023-02-06,211.27444458007812,221.0500030517578,222.5,207.25,209.25,13878846,2023-02-06
2023-02-13,206.56724548339844,216.125,221.5500030517578,211.25,221.5500030517578,14749634,2023-02-13
2023-02-20,209.43455505371094,219.125,223.6750030517578,214.5,216.3000030517578,18571100,2023-02-20
2023-02-27,205.68313598632812,215.1999969482422,220.77499389648438,213.0500030517578,219.125,12959572,2023-02-27
2023-03-06,212.1346435546875,221.9499969482422,227.5,215.875,217.0,22402244,2023-03-06
2023-03-13,206.54335021972656,216.10000610351562,222.89999389648438,208.39999389648438,221.9499969482422,14351720,2023-03-13
2023-03-20,206.54335021972656,216.10000610351562,224.22500610351562,211.47500610351562,212.0,17457210,2023-03-20
2023-03-27,204.87074279785156,214.35000610351562,219.9499969482422,212.8249969482422,217.0,8988452,2023-03-27
2023-04-03,226.16542053222656,231.22500610351562,231.75,203.5,215.0,29055530,2023-04-03
2023-04-10,237.29151916503906,242.60000610351562,243.0500030517578,228.1999969482422,234.6750030517578,36748512,2023-04-10
2023-04-17,238.02511596679688,243.35000610351562,250.625,239.22500610351562,240.97500610351562,19685246,2023-04-17
2023-04-24,242.2310028076172,247.64999389648438,248.85000610351562,238.5,242.60000610351562,19331154,2023-04-24
2023-05-01,236.2889404296875,241.5749969482422,249.0,240.875,247.64999389648438,6984274,2023-05-01
2023-05-08,239.6389923095703,245.0,257.8500061035156,238.27499389648438,242.89999389648438,34629566,2023-05-08
2023-05-15,230.6647491455078,235.8249969482422,248.6750030517578,232.52499389648438,240.52499389648438,20303526,2023-05-15
2023-05-22,234.77285766601562,240.02499389648438,244.47500610351562,233.89999389648438,235.8249969482422,14370336,2023-05-22
2023-05-29,224.6004180908203,229.625,242.35000610351562,229.0,241.5,16074630,2023-05-29
2023-06-05,226.45884704589844,231.52499389648438,235.47500610351562,228.5749969482422,230.0,9010052,2023-06-05
2023-06-12,228.26837158203125,233.375,236.1999969482422,229.6999969482422,230.77499389648438,8325924,2023-06-12
2023-06-19,233.0366973876953,238.25,248.9499969482422,227.9250030517578,234.02499389648438,18776232,2023-06-19
2023-06-26,231.49615478515625,236.6750030517578,244.0,235.52499389648438,237.5,9538478,2023-06-26
2023-07-03,242.2310028076172,247.64999389648438,250.5,237.10000610351562,237.5749969482422,13602272,2023-07-03
2023-07-10,238.4897003173828,243.8249969482422,248.875,240.5500030517578,248.875,9623324,2023-07-10
2023-07-17,241.741943359375,247.14999389648438,249.85000610351562,243.3249969482422,243.6999969482422,12414846,2023-07-17
2023-07-24,225.8719940185547,230.9250030517578,247.0,229.1999969482422,247.0,20864858,2023-07-24
2023-07-31,222.69309997558594,227.6750030517578,232.8000030517578,224.4499969482422,231.5,16050220,2023-07-31
2023-08-07,217.02000427246094,221.875,230.77499389648438,221.47500610351562,228.8249969482422,10716802,2023-08-07
2023-08-14,209.90420532226562,214.60000610351562,222.39999389648438,213.5,222.0749969482422,7766422,2023-08-14
2023-08-21,215.5772705078125,220.39999389648438,223.6999969482422,214.625,216.0,11034668,2023-08-21
2023-08-28,228.4150848388672,233.52499389648438,237.4250030517578,219.85000610351562,221.52499389648438,22206090,2023-08-28
2023-09-04,235.60426330566406,240.875,243.27499389648438,227.97500610351562,233.52499389648438,22021902,2023-09-04
2023-09-11,231.52061462402344,236.6999969482422,242.4250030517578,228.75,242.0,12915190,2023-09-11
2023-09-18,222.4485626220703,227.4250030517578,237.375,226.3000030517578,236.75,5786624,2023-09-18
2023-09-25,222.4485626220703,227.4250030517578,229.5500030517578,224.0749969482422,227.35000610351562,7520654,2023-09-25
2023-10-02,225.1873016357422,230.22500610351562,234.22500610351562,225.77499389648438,227.4250030517578,13724494,2023-10-02
2023-10-09,230.93374633789062,236.10000610351562,239.9499969482422,224.3000030517578,227.60000610351562,16511294,2023-10-09
2023-10-16,197.18865966796875,201.60000610351562,246.0,200.4499969482422,236.10000610351562,62107014,2023-10-16
2023-10-23,186.91842651367188,191.10000610351562,204.22500610351562,190.5749969482422,202.375,28293168,2023-10-23
2023-10-30,195.9171142578125,200.3000030517578,201.75,187.85000610351562,192.1999969482422,27552770,2023-10-30
2023-11-06,192.76266479492188,197.0749969482422,202.35000610351562,195.3000030517578,201.27499389648438,19343426,2023-11-06
2023-11-13,190.07284545898438,194.3249969482422,198.97500610351562,192.0749969482422,198.89999389648438,26056200,2023-11-13
2023-11-20,191.711181640625,196.0,197.125,191.3249969482422,195.47500610351562,18468398,2023-11-20
2023-11-27,193.0561065673828,197.375,200.39999389648438,192.5,196.0,18847210,2023-11-27
2023-12-04,196.16163635253906,200.5500030517578,206.10000610351562,197.3000030517578,199.0,25657414,2023-12-04
2023-12-11,195.6481170654297,200.02499389648438,203.0500030517578,196.52499389648438,201.89999389648438,23133904,2023-12-11
2023-12-18,199.5605926513672,204.02499389648438,207.35000610351562,196.5749969482422,200.9499969482422,25593894,2023-12-18
2023-12-25,204.597900390625,209.1750030517578,210.4499969482422,204.02499389648438,204.02499389648438,18445718,2023-12-25
2024-01-01,210.71115112304688,215.4250030517578,217.25,208.02499389648438,210.1999969482422,22527540,2024-01-01
2024-01-08,209.21951293945312,213.89999389648438,216.4499969482422,204.1999969482422,216.4499969482422,26399098,2024-01-08
2024-01-15,218.21820068359375,223.10000610351562,223.89999389648438,211.5500030517578,213.89999389648438,21299254,2024-01-15
2024-01-22,198.14231872558594,202.5749969482422,223.89999389648438,201.625,223.10000610351562,26571348,2024-01-22
2024-01-29,217.70468139648438,222.5749969482422,223.75,202.1999969482422,204.9499969482422,29415244,2024-01-29
2024-02-05,215.16159057617188,219.97500610351562,229.5,213.1999969482422,224.5,22824478,2024-02-05
2024-02-12,215.13711547851562,219.9499969482422,225.9499969482422,211.1999969482422,220.47500610351562,13796958,2024-02-12
2024-02-19,214.110107421875,218.89999389648438,222.3249969482422,216.6750030517578,220.85000610351562,12644750,2024-02-19
2024-02-26,212.12940979003906,216.875,219.3249969482422,206.0500030517578,218.5,16590624,2024-02-26
2024-03-04,210.3443603515625,215.0500030517578,230.0,205.60000610351562,218.6999969482422,40617812,2024-03-04
2024-03-11,201.7613525390625,206.27499389648438,218.97500610351562,200.60000610351562,215.6999969482422,22066028,2024-03-11
2024-03-18,201.85916137695312,206.375,208.22500610351562,198.5749969482422,205.5,16845628,2024-03-18
2024-03-25,210.68667602539062,215.39999389648438,216.47500610351562,205.0,206.375,12893640,2024-03-25
2024-04-01,225.01612854003906,230.0500030517578,234.5,215.4499969482422,215.4499969482422,40207204,2024-04-01
2024-04-08,226.48330688476562,231.5500030517578,241.35000610351562,229.0500030517578,230.9499969482422,27722800,2024-04-08
2024-04-15,213.32760620117188,218.10000610351562,244.5,216.0749969482422,227.5,48542734,2024-04-15
2024-04-22,224.99166870117188,230.02499389648438,231.8249969482422,216.5,220.5,25348220,2024-04-22
2024-04-29,222.6197509765625,227.60000610351562,238.875,224.5,230.125,19513974,2024-04-29
2024-05-06,218.12039184570312,223.0,234.1999969482422,214.35000610351562,229.0,58452486,2024-05-06
2024-05-13,217.14227294921875,222.0,225.4499969482422,215.22500610351562,225.0,24490856,2024-05-13
2024-05-20,225.33401489257812,230.375,232.9499969482422,217.72500610351562,220.25,19407424,2024-05-20
2024-05-27,216.13970947265625,220.97500610351562,238.5,216.85000610351562,230.47500610351562,112887036,2024-05-27
2024-06-03,228.39064025878906,233.5,237.0,211.5,232.5,58327806,2024-06-03
2024-06-10,236.0199737548828,241.3000030517578,245.22500610351562,231.64999389648438,236.97500610351562,41737630,2024-06-10
2024-06-17,230.39578247070312,235.5500030517578,242.35000610351562,234.3000030517578,241.3000030517578,15708482,2024-06-17
2024-06-24,246.339111328125,251.85000610351562,254.85000610351562,235.02499389648438,237.5,37729114,2024-06-24
2024-07-01,255.4355926513672,261.1499938964844,268.75,251.4250030517578,253.35000610351562,34364790,2024-07-01
2024-07-08,257.0006103515625,262.75,270.2250061035156,258.42498779296875,262.9750061035156,21856030,2024-07-08
2024-07-15,258.6389465332031,264.42498779296875,275.45001220703125,260.79998779296875,263.5,21252342,2024-07-15
2024-07-22,264.33648681640625,270.25,276.70001220703125,258.1499938964844,263.9750061035156,23448340,2024-07-22
2024-07-29,263.1627197265625,269.04998779296875,279.70001220703125,265.5,272.5,13904456,2024-07-29
2024-08-05,262.8204040527344,268.70001220703125,274.5,256.6499938964844,260.0,18974978,2024-08-05
2024-08-12,266.95294189453125,272.92498779296875,275.5,266.75,268.5249938964844,7405368,2024-08-12
2024-08-19,256.29144287109375,262.0249938964844,277.5,261.375,272.5,12144328,2024-08-19
2024-08-26,270.3518981933594,276.3999938964844,280.375,259.9750061035156,264.0,18819566,2024-08-26
2024-09-02,265.2412109375,271.17498779296875,285.17498779296875,267.7749938964844,277.04998779296875,28413516,2024-09-02
2024-09-09,252.91696166992188,258.57501220703125,272.5,258.0249938964844,269.2749938964844,9563898,2024-09-09
2024-09-16,266.0891418457031,269.45001220703125,281.375,258.57501220703125,259.0,55941238,2024-09-16
2024-09-23,271.3230285644531,274.75,279.25,267.0,269.2749938964844,17397982,2024-09-23
2024-09-30,271.24896240234375,274.67498779296875,284.7749938964844,271.5,274.5,19579102,2024-09-30
2024-10-07,266.9038391113281,270.2749938964844,276.5249938964844,264.95001220703125,276.5,21320448,2024-10-07
2024-10-14,223.03297424316406,225.85000610351562,270.0,219.6750030517578,270.0,52040044,2024-10-14
2024-10-21,204.1958770751953,206.77499389648438,231.0,204.9499969482422,227.8000030517578,22386976,2024-10-21
2024-10-28,208.22006225585938,210.85000610351562,214.47500610351562,201.75,207.9250030517578,23572344,2024-10-28
2024-11-04,218.41627502441406,221.1750030517578,222.60000610351562,204.6750030517578,211.5,21099638,2024-11-04
2024-11-11,200.3692169189453,202.89999389648438,222.77499389648438,201.8000030517578,221.0749969482422,28373246,2024-11-11
2024-11-18,156.3249969482422,156.3249969482422,186.5500030517578,153.0500030517578,185.0,162136354,2024-11-18
2024-11-25,163.52499389648438,163.52499389648438,165.8249969482422,156.72500610351562,159.5500030517578,45004556,2024-11-25
2024-12-02,192.0,192.0,194.9499969482422,163.14999389648438,165.0,101338060,2024-12-02
2024-12-09,196.10000610351562,196.10000610351562,197.60000610351562,188.85000610351562,193.5,50776422,2024-12-09
2024-12-16,194.14999389648438,194.14999389648438,200.9499969482422,189.125,197.375,58706886,2024-12-16
2024-12-23,195.0500030517578,195.0500030517578,203.47500610351562,188.6750030517578,190.0,43563756,2024-12-23
2024-12-30,220.6750030517578,220.6750030517578,226.6999969482422,194.5500030517578,195.10000610351562,50189272,2024-12-30
2025-01-06,206.39999389648438,206.39999389648438,221.25,203.0,220.47500610351562,81492502,2025-01-06
2025-01-13,202.5,202.5,208.35000610351562,198.3000030517578,204.0500030517578,31622392,2025-01-13
2025-01-20,191.625,191.625,203.97500610351562,189.02499389648438,202.5,21898400,2025-01-20
2025-01-27,194.2100067138672,194.2100067138672,204.9499969482422,180.52499389648438,190.3249969482422,49514999,2025-01-27
2025-02-03,198.89999389648438,198.89999389648438,209.52999877929688,188.19000244140625,194.52999877929688,29641629,2025-02-03
2025-02-10,185.6699981689453,185.6699981689453,201.0,183.27999877929688,200.0,15360998,2025-02-10
2025-02-17,201.39999389648438,201.39999389648438,206.61000061035156,181.5,186.2100067138672,17365855,2025-02-17
2025-02-24,189.47999572753906,189.47999572753906,200.44000244140625,187.57000732421875,196.0,14252609,2025-02-24
2025-03-03,188.49000549316406,188.49000549316406,191.5,175.91000366210938,188.10000610351562,37403187,2025-03-03
2025-03-10,184.8800048828125,184.8800048828125,190.72999572753906,181.39999389648438,188.0,8028261,2025-03-10
2025-03-17,198.13999938964844,198.13999938964844,201.63999938964844,183.82000732421875,184.89999389648438,16241319,2025-03-17
2025-03-24,203.1199951171875,203.1199951171875,208.8800048828125,193.47000122070312,202.5,20747117,2025-03-24
2025-03-31,198.05999755859375,198.05999755859375,209.64999389648438,196.0,203.1199951171875,13644510,2025-03-31
2025-04-07,174.75999450683594,174.75999450683594,193.6699981689453,172.14999389648438,183.0,27765175,2025-04-07
2025-04-14,176.9499969482422,176.9499969482422,179.83999633789062,172.0,174.75999450683594,18568478,2025-04-14
2025-04-21,178.1999969482422,178.1999969482422,190.4499969482422,177.5,179.88999938964844,23601516,2025-04-21
2025-04-28,194.36000061035156,194.36000061035156,198.8000030517578,178.5,180.58999633789062,44866591,2025-04-28
2025-05-05,199.7100067138672,199.7100067138672,210.0,193.89999389648438,194.10000610351562,29814693,2025-05-05
2025-05-12,209.1999969482422,209.1999969482422,210.89999389648438,202.10000610351562,204.97999572753906,10547480,2025-05-12
2025-05-19,205.8300018310547,205.8300018310547,216.19000244140625,201.50999450683594,209.1999969482422,11561775,2025-05-19
2025-05-26,206.66000366210938,206.66000366210938,216.42999267578125,203.5,207.0,16540540,2025-05-26
2025-06-02,210.60000610351562,210.60000610351562,217.3699951171875,202.10000610351562,207.85000610351562,20411459,2025-06-02
2025-06-09,198.8800048828125,198.8800048828125,218.35000610351562,193.1199951171875,211.0,26871274,2025-06-09
2025-06-16,205.6699981689453,205.6699981689453,213.8000030517578,198.1300048828125,198.7899932861328,41879332,2025-06-16
2025-06-23,214.1300048828125,214.1300048828125,216.6999969482422,203.0,205.39999389648438,30459744,2025-06-23
2025-06-30,226.10000610351562,226.10000610351562,229.0,213.5,218.0,30822719,2025-06-30
2025-07-07,218.3800048828125,218.3800048828125,229.0,217.14999389648438,227.0,11643529,2025-07-07
2025-07-14,220.27000427246094,220.27000427246094,220.88999938964844,215.60000610351562,219.0,3718371,2025-07-14
