Date,Adj Close_MIRCELECTR.NS,Close_MIRCELECTR.NS,High_MIRCELECTR.NS,Low_MIRCELECTR.NS,Open_MIRCELECTR.NS,Volume_MIRCELECTR.NS,Date
2025-04-07,13.270000457763672,13.270000457763672,13.449999809265137,12.3100004196167,12.3100004196167,677393,2025-04-07
2025-04-14,14.649999618530273,14.649999618530273,14.649999618530273,13.270000457763672,13.270000457763672,1006340,2025-04-14
2025-04-21,15.15999984741211,15.15999984741211,16.139999389648438,14.640000343322754,14.640000343322754,1182953,2025-04-21
2025-04-28,13.960000038146973,13.960000038146973,14.850000381469727,13.960000038146973,14.850000381469727,182072,2025-04-28
2025-05-05,13.119999885559082,13.119999885559082,13.819999694824219,12.859999656677246,13.680000305175781,508464,2025-05-05
2025-05-12,13.5,13.5,13.65999984741211,13.149999618530273,13.380000114440918,406108,2025-05-12
2025-05-19,14.789999961853027,14.789999961853027,14.789999961853027,13.680000305175781,13.770000457763672,578956,2025-05-19
2025-05-26,14.989999771118164,14.989999771118164,15.079999923706055,14.5,14.800000190734863,744097,2025-05-26
2025-06-02,14.489999771118164,14.489999771118164,15.199999809265137,13.100000381469727,14.75,1340556,2025-06-02
2025-06-09,13.880000114440918,13.880000114440918,14.850000381469727,13.510000228881836,14.699999809265137,1104821,2025-06-09
2025-06-16,15.430000305175781,15.430000305175781,16.149999618530273,13.899999618530273,13.989999771118164,1683043,2025-06-16
2025-06-23,15.739998817443848,15.739998817443848,16.04608154296875,13.727282524108887,14.283794403076172,3916662,2025-06-23
2025-06-30,13.850000381469727,13.850000381469727,16.399999618530273,13.699999809265137,16.399999618530273,3629639,2025-06-30
2025-07-07,14.300000190734863,14.300000190734863,15.390000343322754,13.6899995803833,13.829999923706055,3874773,2025-07-07
2025-07-14,15.869999885559082,15.869999885559082,16.68000030517578,13.850000381469727,14.199999809265137,5095874,2025-07-14
