Date,Adj Close_ENDURANCE.NS,Close_ENDURANCE.NS,High_ENDURANCE.NS,Low_ENDURANCE.NS,Open_ENDURANCE.NS,Volume_ENDURANCE.NS,Date
2025-03-31,1836.300048828125,1836.300048828125,2010.0,1825.0,1968.300048828125,211528,2025-03-31
2025-04-07,1860.4000244140625,1860.4000244140625,2001.5999755859375,1700.0,1721.5999755859375,321010,2025-04-07
2025-04-14,1906.5999755859375,1906.5999755859375,2097.0,1860.4000244140625,1860.4000244140625,454418,2025-04-14
2025-04-21,1922.0999755859375,1922.0999755859375,2017.9000244140625,1897.0,1906.5999755859375,766907,2025-04-21
2025-04-28,1865.5999755859375,1865.5999755859375,1938.5999755859375,1840.800048828125,1922.4000244140625,210224,2025-04-28
2025-05-05,2066.199951171875,2066.199951171875,2125.0,1851.4000244140625,1875.0,1558914,2025-05-05
2025-05-12,2214.39990234375,2214.39990234375,2284.800048828125,2080.60009765625,2097.0,456269,2025-05-12
2025-05-19,2390.800048828125,2390.800048828125,2457.800048828125,2191.60009765625,2225.0,1291767,2025-05-19
2025-05-26,2431.800048828125,2431.800048828125,2519.60009765625,2380.0,2404.10009765625,356464,2025-05-26
2025-06-02,2481.39990234375,2481.39990234375,2574.0,2395.0,2431.800048828125,632391,2025-06-02
2025-06-09,2401.10009765625,2401.10009765625,2560.10009765625,2383.0,2523.300048828125,375892,2025-06-09
2025-06-16,2576.0,2576.0,2653.0,2387.10009765625,2401.0,4624573,2025-06-16
2025-06-23,2632.39990234375,2632.39990234375,2795.0,2493.60009765625,2570.10009765625,2314964,2025-06-23
2025-06-30,2796.60009765625,2796.60009765625,3030.0,2645.60009765625,2663.300048828125,2957394,2025-06-30
2025-07-07,2623.0,2623.0,2803.699951171875,2605.0,2799.0,700062,2025-07-07
2025-07-14,2704.800048828125,2704.800048828125,2764.89990234375,2602.10009765625,2602.10009765625,163574,2025-07-14
