Date,Adj Close_TATACOMM.NS,Close_TATACOMM.NS,High_TATACOMM.NS,Low_TATACOMM.NS,Open_TATACOMM.NS,Volume_TATACOMM.NS,Date
2025-05-12,1608.2913818359375,1632.300048828125,1634.300048828125,1542.0999755859375,1549.9000244140625,1978184,2025-05-12
2025-05-19,1649.96923828125,1674.5999755859375,1689.4000244140625,1613.800048828125,1625.0,2627709,2025-05-19
2025-05-26,1651.545654296875,1676.199951171875,1699.0,1661.800048828125,1675.0,2724924,2025-05-26
2025-06-02,1687.9029541015625,1713.0999755859375,1724.800048828125,1646.5999755859375,1676.199951171875,1177155,2025-06-02
2025-06-09,1680.9073486328125,1706.0,1760.0,1654.300048828125,1715.0,1610267,2025-06-09
2025-06-16,1630.164794921875,1654.5,1722.9000244140625,1630.0,1705.0,1167395,2025-06-16
2025-06-23,1678.800048828125,1678.800048828125,1701.800048828125,1636.0,1649.699951171875,1773804,2025-06-23
2025-06-30,1762.4000244140625,1762.4000244140625,1818.699951171875,1672.0,1687.9000244140625,5873891,2025-06-30
2025-07-07,1711.800048828125,1711.800048828125,1777.5,1698.0999755859375,1757.0999755859375,1906312,2025-07-07
2025-07-14,1728.699951171875,1728.699951171875,1732.4000244140625,1700.0999755859375,1718.0,668112,2025-07-14
