Date,Adj Close_ZYDUSWELL.NS,Close_ZYDUSWELL.NS,High_ZYDUSWELL.NS,Low_ZYDUSWELL.NS,Open_ZYDUSWELL.NS,Volume_ZYDUSWELL.NS,Date
2020-07-13,1375.841552734375,1395.449951171875,1428.0,1343.0,1352.0,164440,2020-07-13
2020-07-20,1615.22998046875,1638.25,1650.0,1401.0,1430.0,394127,2020-07-20
2020-07-27,1588.1656494140625,1610.800048828125,1690.0,1530.050048828125,1636.199951171875,511808,2020-07-27
2020-08-03,1668.0765380859375,1691.8499755859375,1762.0,1615.0,1615.0,483316,2020-08-03
2020-08-10,1595.0179443359375,1617.75,1712.0,1592.0999755859375,1694.949951171875,221815,2020-08-10
2020-08-17,1598.46875,1621.25,1658.949951171875,1610.0,1625.8499755859375,92239,2020-08-17
2020-08-24,1656.0972900390625,1679.699951171875,1823.300048828125,1612.0999755859375,1635.0,366660,2020-08-24
2020-08-31,1573.4749755859375,1595.9000244140625,1710.0,1585.550048828125,1684.550048828125,124710,2020-08-31
2020-09-07,1619.518798828125,1642.5999755859375,1700.0,1591.050048828125,1620.0,96434,2020-09-07
2020-09-14,1877.2457275390625,1904.0,1928.4000244140625,1650.0,1679.0,623033,2020-09-14
2020-09-21,1838.7442626953125,1864.949951171875,1950.0,1650.0,1950.0,562994,2020-09-21
2020-09-28,1813.6519775390625,1839.5,1895.0,1826.5999755859375,1879.9000244140625,160677,2020-09-28
2020-10-05,1776.432373046875,1801.75,1861.75,1770.0,1856.0,227843,2020-10-05
2020-10-12,1791.9609375,1817.5,1844.0,1750.050048828125,1828.0,127127,2020-10-12
2020-10-19,1825.3848876953125,1851.4000244140625,1889.949951171875,1766.0,1826.25,141628,2020-10-19
2020-10-26,1848.0615234375,1874.4000244140625,1919.0,1781.9000244140625,1879.949951171875,237695,2020-10-26
2020-11-02,1735.318359375,1760.050048828125,1894.699951171875,1734.949951171875,1877.0,350267,2020-11-02
2020-11-09,1840.7161865234375,1866.949951171875,2039.0,1680.949951171875,1770.199951171875,237426,2020-11-09
2020-11-16,1799.306396484375,1824.949951171875,1878.800048828125,1805.0,1824.300048828125,133776,2020-11-16
2020-11-23,1837.9556884765625,1864.1500244140625,1904.449951171875,1800.0,1831.449951171875,369551,2020-11-23
2020-11-30,1801.5740966796875,1827.25,1900.0,1810.0,1864.1500244140625,130284,2020-11-30
2020-12-07,1845.7938232421875,1872.0999755859375,1960.0,1828.0999755859375,1835.0,175245,2020-12-07
2020-12-14,1902.338134765625,1929.449951171875,1974.0,1851.0999755859375,1881.5,142606,2020-12-14
2020-12-21,1920.2327880859375,1947.5999755859375,2010.0,1816.0,1935.699951171875,123137,2020-12-21
2020-12-28,2033.5185546875,2062.5,2104.39990234375,1910.5,1928.5,293229,2020-12-28
2021-01-04,2036.5748291015625,2065.60009765625,2218.60009765625,2050.0,2109.550048828125,576169,2021-01-04
2021-01-11,1969.62890625,1997.699951171875,2119.0,1990.0,2073.0,158761,2021-01-11
2021-01-18,1907.859375,1935.050048828125,2104.300048828125,1912.0,1990.050048828125,289968,2021-01-18
2021-01-25,1905.39453125,1932.550048828125,1985.0,1900.0,1943.800048828125,87663,2021-01-25
2021-02-01,1845.1529541015625,1871.449951171875,1980.0,1850.0,1933.0,206931,2021-02-01
2021-02-08,1870.0482177734375,1896.699951171875,1977.199951171875,1881.75,1883.0,145303,2021-02-08
2021-02-15,1862.5057373046875,1889.050048828125,1911.0,1830.5999755859375,1901.0,147528,2021-02-15
2021-02-22,1884.3443603515625,1911.199951171875,1955.0,1850.0,1885.0,473358,2021-02-22
2021-03-01,1866.7452392578125,1893.3499755859375,1938.75,1855.0,1920.0999755859375,297648,2021-03-01
2021-03-08,1862.5550537109375,1889.0999755859375,1920.0,1874.0,1889.8499755859375,290196,2021-03-08
2021-03-15,1836.3287353515625,1862.5,1909.0,1808.0,1887.4000244140625,791487,2021-03-15
2021-03-22,1937.634765625,1965.25,2000.0,1838.949951171875,1845.5,372691,2021-03-22
2021-03-29,1957.107421875,1985.0,2004.0,1925.0,1965.25,57595,2021-03-29
2021-04-05,2068.076171875,2097.550048828125,2115.0,1957.699951171875,1960.0,233316,2021-04-05
2021-04-12,2075.519775390625,2105.10009765625,2145.050048828125,2032.0,2120.0,454956,2021-04-12
2021-04-19,2108.05615234375,2138.10009765625,2163.800048828125,2055.10009765625,2091.0,365169,2021-04-19
2021-04-26,2068.421142578125,2097.89990234375,2299.0,2062.699951171875,2299.0,690000,2021-04-26
2021-05-03,2088.435546875,2118.199951171875,2137.89990234375,2060.050048828125,2100.0,210992,2021-05-03
2021-05-10,2114.366455078125,2144.5,2220.0,2080.10009765625,2198.800048828125,913929,2021-05-10
2021-05-17,2080.498779296875,2110.14990234375,2178.39990234375,2091.300048828125,2166.449951171875,232924,2021-05-17
2021-05-24,2072.5126953125,2102.050048828125,2146.449951171875,2086.0,2119.0,190401,2021-05-24
2021-05-31,2067.43505859375,2096.89990234375,2120.0,2055.550048828125,2105.35009765625,277413,2021-05-31
2021-06-07,2018.18701171875,2046.949951171875,2125.0,2044.050048828125,2117.0,164052,2021-06-07
2021-06-14,2055.20947265625,2084.5,2118.5,1985.300048828125,2057.699951171875,183158,2021-06-14
2021-06-21,2042.835693359375,2071.949951171875,2093.800048828125,2035.0,2088.0,99486,2021-06-21
2021-06-28,2108.697021484375,2138.75,2177.0,2060.0,2080.89990234375,348705,2021-06-28
2021-07-05,2167.508544921875,2198.39990234375,2230.0,2101.050048828125,2136.0,281006,2021-07-05
2021-07-12,2230.2646484375,2262.050048828125,2290.0,2176.5,2206.449951171875,193104,2021-07-12
2021-07-19,2187.6240234375,2213.75,2275.0,2186.0,2250.0,82829,2021-07-19
2021-07-26,2115.732421875,2141.0,2239.5,2100.10009765625,2213.75,186204,2021-07-26
2021-08-02,2208.87060546875,2235.25,2301.0,2135.0,2160.0,170448,2021-08-02
2021-08-09,2228.436767578125,2255.050048828125,2278.0,2125.050048828125,2244.39990234375,119770,2021-08-09
2021-08-16,2161.782958984375,2187.60009765625,2259.949951171875,2142.0,2247.0,149504,2021-08-16
2021-08-23,2283.232421875,2310.5,2396.10009765625,2149.25,2256.0,682496,2021-08-23
2021-08-30,2273.893798828125,2301.050048828125,2390.0,2278.0,2317.39990234375,234492,2021-08-30
2021-09-06,2349.39208984375,2377.449951171875,2392.0,2238.0,2307.5,199656,2021-09-06
2021-09-13,2377.90185546875,2406.300048828125,2439.0,2305.10009765625,2389.949951171875,225789,2021-09-13
