Date,Adj Close_KAYNES.NS,Close_KAYNES.NS,High_KAYNES.NS,Low_KAYNES.NS,Open_KAYNES.NS,Volume_KAYNES.NS,Date
2023-11-20,2450.14990234375,2450.14990234375,2548.64990234375,2400.0,2525.0,402009,2023-11-20
2023-11-27,2434.5,2434.5,2500.0,2370.89990234375,2450.14990234375,409389,2023-11-27
2023-12-04,2361.60009765625,2361.60009765625,2488.300048828125,2275.85009765625,2480.0,391630,2023-12-04
2023-12-11,2580.449951171875,2580.449951171875,2645.0,2346.64990234375,2374.39990234375,1090800,2023-12-11
2023-12-18,2743.5,2743.5,3000.0,2585.050048828125,2615.0,1712271,2023-12-18
2023-12-25,2610.550048828125,2610.550048828125,2743.5,2572.0,2743.5,634976,2023-12-25
2024-01-01,2556.25,2556.25,2692.449951171875,2445.050048828125,2600.0,1083639,2024-01-01
2024-01-08,2735.300048828125,2735.300048828125,2742.5,2505.0,2563.85009765625,550112,2024-01-08
2024-01-15,2733.449951171875,2733.449951171875,2807.39990234375,2640.0,2735.300048828125,295595,2024-01-15
2024-01-22,2878.449951171875,2878.449951171875,2899.949951171875,2685.0,2733.449951171875,430351,2024-01-22
2024-01-29,2907.25,2907.25,2990.0,2773.199951171875,2890.0,821113,2024-01-29
2024-02-05,2903.35009765625,2903.35009765625,2978.0,2820.10009765625,2978.0,708593,2024-02-05
2024-02-12,2795.5,2795.5,2950.0,2555.5,2950.0,719864,2024-02-12
2024-02-19,2854.35009765625,2854.35009765625,2930.0,2717.75,2881.35009765625,840976,2024-02-19
2024-02-26,2945.5,2945.5,3080.0,2831.550048828125,2849.050048828125,1529499,2024-02-26
2024-03-04,3112.75,3112.75,3248.85009765625,2905.64990234375,3042.64990234375,1553498,2024-03-04
2024-03-11,2666.60009765625,2666.60009765625,3118.949951171875,2565.10009765625,3115.0,3037014,2024-03-11
2024-03-18,2798.949951171875,2798.949951171875,2814.0,2556.5,2625.5,1252916,2024-03-18
2024-03-25,2871.949951171875,2871.949951171875,2900.0,2723.25,2798.949951171875,527295,2024-03-25
2024-04-01,2647.300048828125,2647.300048828125,2869.949951171875,2634.949951171875,2850.0,755204,2024-04-01
2024-04-08,2502.60009765625,2502.60009765625,2690.0,2448.0,2660.550048828125,1087768,2024-04-08
2024-04-15,2631.64990234375,2631.64990234375,2650.0,2429.199951171875,2479.949951171875,613088,2024-04-15
2024-04-22,2728.5,2728.5,2737.0,2585.0,2680.0,631228,2024-04-22
2024-04-29,2525.449951171875,2525.449951171875,2758.89990234375,2516.550048828125,2754.0,420585,2024-04-29
2024-05-06,2531.60009765625,2531.60009765625,2576.0,2424.0,2565.0,330686,2024-05-06
2024-05-13,3234.35009765625,3234.35009765625,3234.35009765625,2432.800048828125,2520.050048828125,1879294,2024-05-13
2024-05-20,3309.800048828125,3309.800048828125,3643.699951171875,3080.35009765625,3080.35009765625,1732004,2024-05-20
2024-05-27,3388.800048828125,3388.800048828125,3446.949951171875,3205.60009765625,3299.14990234375,922497,2024-05-27
2024-06-03,3334.25,3334.25,3573.89990234375,2814.0,3556.300048828125,2650777,2024-06-03
2024-06-10,3797.85009765625,3797.85009765625,3815.85009765625,3312.050048828125,3424.89990234375,2219005,2024-06-10
2024-06-17,3902.75,3902.75,4030.0,3746.050048828125,3797.85009765625,1161812,2024-06-17
2024-06-24,3853.39990234375,3853.39990234375,4098.0,3815.0,3888.050048828125,928115,2024-06-24
2024-07-01,4238.7998046875,4238.7998046875,4443.9501953125,3870.0,3872.0,1460527,2024-07-01
2024-07-08,4142.89990234375,4142.89990234375,4574.14990234375,4063.0,4340.0,1424595,2024-07-08
2024-07-15,3901.85009765625,3901.85009765625,4297.89990234375,3880.0,4160.0,923854,2024-07-15
2024-07-22,4249.9501953125,4249.9501953125,4279.0,3726.0,3851.0,809987,2024-07-22
2024-07-29,4353.39990234375,4353.39990234375,4729.0,4225.35009765625,4495.0,2116239,2024-07-29
2024-08-05,4279.14990234375,4279.14990234375,4364.85009765625,4065.0,4200.0,650248,2024-08-05
2024-08-12,5082.2001953125,5082.2001953125,5210.0,4200.75,4245.0,2866385,2024-08-12
2024-08-19,5054.85009765625,5054.85009765625,5380.0,4947.4501953125,5130.60009765625,1185991,2024-08-19
2024-08-26,4753.7998046875,4753.7998046875,5125.0,4700.0,5088.0,1098471,2024-08-26
2024-09-02,4700.7001953125,4700.7001953125,5050.0,4566.0,4791.7998046875,3931427,2024-09-02
2024-09-09,5333.25,5333.25,5508.7998046875,4602.0,4688.0498046875,6347530,2024-09-09
2024-09-16,5479.35009765625,5479.35009765625,5742.0,5188.0,5401.0,3152202,2024-09-16
2024-09-23,5552.85009765625,5552.85009765625,5810.0,5405.0,5505.0,1448748,2024-09-23
2024-09-30,5048.5,5048.5,5624.85009765625,5020.0,5580.0,1354821,2024-09-30
2024-10-07,5590.2998046875,5590.2998046875,5742.0,4778.39990234375,5075.7998046875,2723064,2024-10-07
2024-10-14,5610.5,5610.5,5909.9501953125,5402.0,5593.9501953125,1744129,2024-10-14
2024-10-21,5301.60009765625,5301.60009765625,5735.85009765625,5155.64990234375,5637.0,1298760,2024-10-21
2024-10-28,5512.35009765625,5512.35009765625,5619.0,5160.0,5348.0,2041764,2024-10-28
2024-11-04,5544.2998046875,5544.2998046875,6037.9501953125,5230.10009765625,5540.0,3446807,2024-11-04
2024-11-11,5538.14990234375,5538.14990234375,5848.14990234375,5351.35009765625,5544.7998046875,1623293,2024-11-11
2024-11-18,5854.85009765625,5854.85009765625,5980.0,5494.60009765625,5551.0,1729851,2024-11-18
2024-11-25,5987.4501953125,5987.4501953125,6145.0,5828.0,5985.5,1646124,2024-11-25
2024-12-02,6232.7001953125,6232.7001953125,6485.0,5995.35009765625,6015.5498046875,2516583,2024-12-02
2024-12-09,6752.0498046875,6752.0498046875,6795.5498046875,6191.0,6250.0,2341140,2024-12-09
2024-12-16,7303.64990234375,7303.64990234375,7780.0,6776.5498046875,6783.85009765625,6777513,2024-12-16
2024-12-23,7068.4501953125,7068.4501953125,7525.0,7021.89990234375,7358.7998046875,1686211,2024-12-23
2024-12-30,7544.7001953125,7544.7001953125,7822.0,6860.2998046875,7088.0,2774810,2024-12-30
2025-01-06,6672.35009765625,6672.35009765625,7590.0,6553.0,7547.25,2758565,2025-01-06
2025-01-13,6579.89990234375,6579.89990234375,6749.9501953125,5961.2001953125,6574.25,3955778,2025-01-13
2025-01-20,5628.5,5628.5,6684.64990234375,5252.60009765625,6595.0,5254978,2025-01-20
2025-01-27,4892.85009765625,4892.85009765625,5540.0,4214.4501953125,5540.0,12352272,2025-01-27
2025-02-03,4279.0498046875,4279.0498046875,4989.9501953125,4226.10009765625,4750.0498046875,5279134,2025-02-03
2025-02-10,4008.39990234375,4008.39990234375,4315.89990234375,3833.64990234375,4264.2998046875,5876613,2025-02-10
2025-02-17,4367.7001953125,4367.7001953125,4490.0,3825.14990234375,3949.10009765625,5171931,2025-02-17
2025-02-24,4144.14990234375,4144.14990234375,4465.0,3905.050048828125,4307.4501953125,3049543,2025-02-24
2025-03-03,4457.0498046875,4457.0498046875,4498.0,3985.0,4189.14990234375,3020470,2025-03-03
2025-03-10,4243.89990234375,4243.89990234375,4561.0,3898.0,4483.0,4759525,2025-03-10
2025-03-17,4848.2998046875,4848.2998046875,4890.0,4216.89990234375,4250.7001953125,3045178,2025-03-17
2025-03-24,4747.35009765625,4747.35009765625,5145.0,4720.0,4936.0498046875,3114707,2025-03-24
2025-03-31,4649.75,4649.75,5078.0498046875,4560.0,4747.35009765625,1845868,2025-03-31
2025-04-07,5091.14990234375,5091.14990234375,5152.85009765625,3900.0,3900.0,3001303,2025-04-07
2025-04-14,5643.0,5643.0,5844.0,5091.14990234375,5091.14990234375,3546300,2025-04-14
2025-04-21,5573.89990234375,5573.89990234375,6187.39990234375,5472.5,5697.0,3428616,2025-04-21
2025-04-28,5757.0,5757.0,6004.60009765625,5563.2001953125,5574.7998046875,2022205,2025-04-28
2025-05-05,5665.5,5665.5,5976.0,5490.0,5850.5,1784999,2025-05-05
2025-05-12,6262.5,6262.5,6834.5,5870.0,6000.0,4384852,2025-05-12
2025-05-19,6024.5,6024.5,6305.5,5808.0,6300.0,2640916,2025-05-19
2025-05-26,5980.0,5980.0,6105.0,5944.0,6070.0,985256,2025-05-26
2025-06-02,5731.5,5731.5,5990.5,5550.0,5983.0,2533098,2025-06-02
2025-06-09,5475.5,5475.5,5799.0,5317.5,5760.0,1714596,2025-06-09
2025-06-16,5864.5,5864.5,5887.5,5361.0,5450.0,3907727,2025-06-16
2025-06-23,5867.5,5867.5,5945.0,5722.5,5799.0,2155993,2025-06-23
2025-06-30,6156.5,6156.5,6398.0,5896.5,5901.0,3482671,2025-06-30
2025-07-07,5998.0,5998.0,6274.0,5977.0,6145.0,1968852,2025-07-07
2025-07-14,5975.0,5975.0,6089.0,5951.5,5971.5,430436,2025-07-14
