Date,Adj Close_PIDILITIND.NS,Close_PIDILITIND.NS,High_PIDILITIND.NS,Low_PIDILITIND.NS,Open_PIDILITIND.NS,Volume_PIDILITIND.NS,Date
2025-04-21,3011.199951171875,3011.199951171875,3094.800048828125,2985.0,3034.300048828125,1238951,2025-04-21
2025-04-28,2998.0,2998.0,3068.300048828125,2988.300048828125,2991.5,1245855,2025-04-28
2025-05-05,2980.0,2980.0,3078.10009765625,2932.0,3001.0,1462838,2025-05-05
2025-05-12,3091.199951171875,3091.199951171875,3144.800048828125,3025.0,3040.0,3058455,2025-05-12
2025-05-19,3031.699951171875,3031.699951171875,3105.0,2966.199951171875,3094.0,1386230,2025-05-19
2025-05-26,3107.199951171875,3107.199951171875,3127.0,2992.0,3049.0,2606413,2025-05-26
2025-06-02,3049.800048828125,3049.800048828125,3135.699951171875,3040.0,3124.0,1771455,2025-06-02
2025-06-09,3012.5,3012.5,3098.300048828125,2880.0,3042.0,1426373,2025-06-09
2025-06-16,2956.10009765625,2956.10009765625,3041.5,2944.199951171875,3003.5,1266125,2025-06-16
2025-06-23,3051.699951171875,3051.699951171875,3064.300048828125,2931.60009765625,2933.199951171875,1666129,2025-06-23
2025-06-30,3080.199951171875,3080.199951171875,3124.89990234375,3015.60009765625,3052.0,1206818,2025-06-30
2025-07-07,3000.800048828125,3000.800048828125,3095.5,2990.5,3081.10009765625,1322062,2025-07-07
2025-07-14,2998.199951171875,2998.199951171875,3003.10009765625,2940.0,3000.699951171875,493320,2025-07-14
