Date,Adj Close_NCLIND.NS,Close_NCLIND.NS,High_NCLIND.NS,Low_NCLIND.NS,Open_NCLIND.NS,Volume_NCLIND.NS,Date
2020-07-13,69.15548706054688,75.3499984741211,77.4000015258789,73.05000305175781,75.0,392075,2020-07-13
2020-07-20,72.09241485595703,78.55000305175781,85.55000305175781,74.80000305175781,75.0,1728630,2020-07-20
2020-07-27,72.55133056640625,79.05000305175781,81.9000015258789,74.75,78.55000305175781,968720,2020-07-27
2020-08-03,83.4271240234375,90.9000015258789,92.80000305175781,78.0,79.6500015258789,4923774,2020-08-03
2020-08-10,82.69288635253906,90.0999984741211,94.80000305175781,85.5999984741211,92.30000305175781,3160727,2020-08-10
2020-08-17,84.57437896728516,92.1500015258789,96.0,89.44999694824219,94.0,3249621,2020-08-17
2020-08-24,92.74271392822266,101.05000305175781,106.30000305175781,92.69999694824219,92.9000015258789,5027477,2020-08-24
2020-08-31,93.93582916259766,102.3499984741211,108.9000015258789,95.05000305175781,103.8499984741211,2765537,2020-08-31
2020-09-07,104.99519348144531,114.4000015258789,121.9000015258789,96.44999694824219,102.44999694824219,5326789,2020-09-07
2020-09-14,103.5726318359375,112.8499984741211,118.1500015258789,112.0,112.75,2023060,2020-09-14
2020-09-21,99.3461685180664,107.30000305175781,113.0,98.4000015258789,113.0,1631147,2020-09-21
2020-09-28,97.81848907470703,105.6500015258789,111.44999694824219,104.0,108.5,717627,2020-09-28
2020-10-05,105.54951477050781,114.0,116.3499984741211,104.0999984741211,107.0,2248812,2020-10-05
2020-10-12,110.27146911621094,119.0999984741211,123.6500015258789,110.0,115.5999984741211,1709632,2020-10-12
2020-10-19,128.8815155029297,139.1999969482422,141.0,119.94999694824219,122.0,4202070,2020-10-19
2020-10-26,119.62277221679688,129.1999969482422,142.75,128.14999389648438,141.0,1864593,2020-10-26
2020-11-02,131.4276580810547,141.9499969482422,143.60000610351562,106.69999694824219,130.3000030517578,3295505,2020-11-02
2020-11-09,135.03855895996094,145.85000610351562,150.35000610351562,135.64999389648438,144.9499969482422,3891056,2020-11-09
2020-11-16,133.5571746826172,144.25,149.0,142.10000610351562,143.0500030517578,1295386,2020-11-16
2020-11-23,132.64552307128906,141.8000030517578,147.10000610351562,139.10000610351562,144.89999389648438,1312070,2020-11-23
2020-11-30,141.85963439941406,151.64999389648438,157.0,141.8000030517578,141.8000030517578,3523103,2020-11-30
2020-12-07,133.9083709716797,143.14999389648438,156.60000610351562,140.39999389648438,152.60000610351562,2426254,2020-12-07
2020-12-14,133.53421020507812,142.75,149.8000030517578,140.10000610351562,144.3000030517578,1638632,2020-12-14
2020-12-21,133.95516967773438,143.1999969482422,145.8000030517578,114.5,142.75,1569857,2020-12-21
2020-12-28,138.9597625732422,148.5500030517578,154.0,140.5,143.1999969482422,1874673,2020-12-28
2021-01-04,144.66595458984375,154.64999389648438,159.39999389648438,145.25,150.0,3061941,2021-01-04
2021-01-11,138.4920654296875,148.0500030517578,158.0500030517578,147.3000030517578,156.64999389648438,1249525,2021-01-11
2021-01-18,139.6145782470703,149.25,154.35000610351562,144.39999389648438,147.4499969482422,979169,2021-01-18
2021-01-25,137.32276916503906,146.8000030517578,154.0,145.10000610351562,152.1999969482422,662625,2021-01-25
2021-02-01,150.32537841796875,160.6999969482422,163.5,148.0,148.39999389648438,2307290,2021-02-01
2021-02-08,154.81549072265625,165.5,176.6999969482422,158.5,162.89999389648438,4545352,2021-02-08
2021-02-15,155.79771423339844,166.5500030517578,172.0,162.0,166.5,1452942,2021-02-15
2021-02-22,159.35238647460938,170.35000610351562,178.0,162.10000610351562,167.0,1839992,2021-02-22
2021-03-01,166.040771484375,177.5,184.0,170.0,176.0,2947728,2021-03-01
2021-03-08,162.06517028808594,173.25,181.0,171.1999969482422,179.39999389648438,891691,2021-03-08
2021-03-15,149.1560821533203,159.4499969482422,174.6999969482422,152.39999389648438,174.6999969482422,945109,2021-03-15
2021-03-22,150.65277099609375,161.0500030517578,167.5,155.10000610351562,159.4499969482422,942140,2021-03-22
2021-03-29,161.50389099121094,172.64999389648438,175.60000610351562,161.0500030517578,161.0500030517578,715644,2021-03-29
2021-04-05,176.19033813476562,188.35000610351562,195.8000030517578,165.0,173.39999389648438,3131833,2021-04-05
2021-04-12,160.66201782226562,171.75,183.8000030517578,168.0,181.0,1041686,2021-04-12
2021-04-19,161.22328186035156,172.35000610351562,177.8000030517578,143.6999969482422,167.85000610351562,1327541,2021-04-19
2021-04-26,172.72921752929688,184.64999389648438,188.4499969482422,175.25,175.5,2355448,2021-04-26
2021-05-03,168.84710693359375,180.5,192.60000610351562,179.89999389648438,187.0,1460644,2021-05-03
2021-05-10,177.87411499023438,190.14999389648438,197.64999389648438,181.0,182.0,2382041,2021-05-10
2021-05-17,190.4797821044922,202.0500030517578,207.0,187.1999969482422,191.8000030517578,2809378,2021-05-17
2021-05-24,192.03530883789062,203.6999969482422,215.4499969482422,201.5,207.75,2757881,2021-05-24
2021-05-31,193.63795471191406,205.39999389648438,210.8000030517578,200.10000610351562,204.6999969482422,1502872,2021-05-31
2021-06-07,198.44590759277344,210.5,214.64999389648438,204.4499969482422,207.4499969482422,1399386,2021-06-07
2021-06-14,207.49618530273438,220.10000610351562,228.6999969482422,205.0,210.5,2416899,2021-06-14
2021-06-21,221.1186981201172,234.5500030517578,237.3000030517578,215.5,218.89999389648438,2115222,2021-06-21
2021-06-28,199.05868530273438,211.14999389648438,232.0,202.1999969482422,232.0,2523639,2021-06-28
2021-07-05,215.50941467285156,228.60000610351562,236.0,215.1999969482422,215.1999969482422,2073617,2021-07-05
2021-07-12,233.5156707763672,247.6999969482422,249.0,228.0,230.8000030517578,1792549,2021-07-12
2021-07-19,247.46817016601562,262.5,274.75,245.0,247.5500030517578,1978578,2021-07-19
2021-07-26,241.29324340820312,255.9499969482422,271.3999938964844,254.3000030517578,261.0,972036,2021-07-26
2021-08-02,266.5585632324219,282.75,304.95001220703125,263.25,270.95001220703125,3538112,2021-08-02
2021-08-09,253.3131103515625,268.70001220703125,289.0,243.3000030517578,283.45001220703125,1529315,2021-08-09
2021-08-16,230.59320068359375,244.60000610351562,270.0,239.0500030517578,270.0,652153,2021-08-16
2021-08-23,220.6473388671875,234.0500030517578,254.0,219.9499969482422,254.0,896669,2021-08-23
2021-08-30,226.869384765625,240.64999389648438,249.0,230.5,238.9499969482422,1035544,2021-08-30
2021-09-06,223.7112274169922,237.3000030517578,250.89999389648438,235.4499969482422,240.0500030517578,510233,2021-09-06
2021-09-13,225.5966796875,239.3000030517578,250.9499969482422,233.0,238.0,638766,2021-09-13
2021-09-20,215.5089569091797,227.64999389648438,243.0,220.1999969482422,240.9499969482422,863647,2021-09-20
2021-09-27,221.14166259765625,233.60000610351562,235.85000610351562,215.0,228.0,1264431,2021-09-27
2021-10-04,225.07032775878906,237.75,251.0,227.8000030517578,235.4499969482422,2705521,2021-10-04
2021-10-11,237.4716796875,250.85000610351562,270.0,237.85000610351562,240.0,3741779,2021-10-11
2021-10-18,218.63294982910156,230.9499969482422,256.25,228.85000610351562,253.39999389648438,1393344,2021-10-18
2021-10-25,231.79165649414062,244.85000610351562,253.25,228.0500030517578,233.6999969482422,1349919,2021-10-25
2021-11-01,224.4076385498047,237.0500030517578,247.0,228.39999389648438,247.0,1131954,2021-11-01
2021-11-08,219.91099548339844,232.3000030517578,243.0,231.39999389648438,237.0,834918,2021-11-08
2021-11-15,208.88229370117188,220.64999389648438,233.89999389648438,218.0,233.89999389648438,491757,2021-11-15
2021-11-22,207.69894409179688,219.39999389648438,229.3000030517578,212.0,220.64999389648438,539109,2021-11-22
2021-11-29,203.95962524414062,215.4499969482422,222.10000610351562,205.14999389648438,219.0,516889,2021-11-29
2021-12-06,210.9176483154297,222.8000030517578,230.6999969482422,212.0,216.89999389648438,676772,2021-12-06
2021-12-13,204.66961669921875,216.1999969482422,228.0500030517578,214.0,226.6999969482422,459477,2021-12-13
2021-12-20,200.88296508789062,212.1999969482422,219.0,208.5,215.0,458285,2021-12-20
2021-12-27,202.30294799804688,213.6999969482422,220.3000030517578,209.0500030517578,213.9499969482422,549293,2021-12-27
2022-01-03,214.04165649414062,226.10000610351562,233.0,211.60000610351562,218.0,1755007,2022-01-03
2022-01-10,205.5689697265625,217.14999389648438,226.9499969482422,210.3000030517578,223.8000030517578,1111847,2022-01-10
2022-01-17,199.93629455566406,211.1999969482422,221.75,205.0,218.6999969482422,636625,2022-01-17
2022-01-24,195.29762268066406,206.3000030517578,210.64999389648438,190.0,210.0,683102,2022-01-24
2022-01-31,198.89495849609375,210.10000610351562,215.0,205.64999389648438,209.89999389648438,649318,2022-01-31
2022-02-07,181.6655731201172,191.89999389648438,212.0,190.0500030517578,211.3000030517578,603725,2022-02-07
2022-02-14,172.71957397460938,182.4499969482422,191.9499969482422,172.10000610351562,181.0,1972494,2022-02-14
2022-02-21,170.02159118652344,179.60000610351562,185.0,171.0,185.0,778595,2022-02-21
2022-02-28,166.6913604736328,174.60000610351562,180.0500030517578,172.10000610351562,179.85000610351562,565299,2022-02-28
2022-03-07,173.46974182128906,181.6999969482422,186.35000610351562,171.0,172.10000610351562,680352,2022-03-07
2022-03-14,171.75128173828125,179.89999389648438,184.35000610351562,177.0500030517578,181.6999969482422,578052,2022-03-14
2022-03-21,162.96800231933594,170.6999969482422,181.0,170.0,180.0,869290,2022-03-21
2022-03-28,178.05233764648438,186.5,188.75,168.5,169.0,1523454,2022-03-28
2022-04-04,186.02410888671875,194.85000610351562,210.64999389648438,188.8000030517578,189.5,1575765,2022-04-04
2022-04-11,191.513671875,200.60000610351562,207.6999969482422,195.4499969482422,199.6999969482422,802543,2022-04-11
2022-04-18,184.63980102539062,193.39999389648438,199.0,188.5500030517578,199.0,754822,2022-04-18
2022-04-25,179.57989501953125,188.10000610351562,194.0,185.9499969482422,194.0,378423,2022-04-25
2022-05-02,173.99484252929688,182.25,193.64999389648438,177.5500030517578,186.5,400070,2022-05-02
2022-05-09,161.15406799316406,168.8000030517578,183.0,163.64999389648438,180.0,556596,2022-05-09
2022-05-16,162.25198364257812,169.9499969482422,175.9499969482422,164.3000030517578,168.8000030517578,339898,2022-05-16
2022-05-23,152.65719604492188,159.89999389648438,172.39999389648438,156.0,172.0,235823,2022-05-23
2022-05-30,158.81504821777344,166.35000610351562,171.35000610351562,157.5500030517578,161.60000610351562,311126,2022-05-30
