Date,Adj Close_EIDPARRY.NS,Close_EIDPARRY.NS,High_EIDPARRY.NS,Low_EIDPARRY.NS,Open_EIDPARRY.NS,Volume_EIDPARRY.NS,Date
2020-07-13,278.2995300292969,292.45001220703125,313.79998779296875,273.1499938964844,281.8999938964844,4639643,2020-07-13
2020-07-20,273.92205810546875,287.8500061035156,309.0,285.6000061035156,294.3999938964844,2558891,2020-07-20
2020-07-27,276.4438171386719,290.5,294.45001220703125,274.1000061035156,294.0,1794041,2020-07-27
2020-08-03,283.6285400390625,298.04998779296875,315.0,291.0,292.3999938964844,5093624,2020-08-03
2020-08-10,267.8317565917969,281.45001220703125,304.8999938964844,277.25,299.3999938964844,1896210,2020-08-10
2020-08-17,272.2091369628906,286.04998779296875,292.0,272.0,283.3999938964844,2381444,2020-08-17
2020-08-24,276.5389709472656,290.6000061035156,301.0,283.8500061035156,287.8999938964844,2698707,2020-08-24
2020-08-31,276.1583557128906,290.20001220703125,305.8999938964844,273.29998779296875,291.04998779296875,2519847,2020-08-31
2020-09-07,277.9664001464844,292.1000061035156,298.3500061035156,278.1499938964844,292.0,1570226,2020-09-07
2020-09-14,287.2922058105469,301.8999938964844,325.0,295.04998779296875,297.0,6157688,2020-09-14
2020-09-21,264.6438293457031,278.1000061035156,308.5,272.3999938964844,301.8999938964844,1403924,2020-09-21
2020-09-28,266.4518737792969,280.0,286.6499938964844,273.0,281.0,1158193,2020-09-28
2020-10-05,265.3099365234375,278.79998779296875,291.75,277.04998779296875,282.5,1070576,2020-10-05
2020-10-12,250.46478271484375,263.20001220703125,282.0,260.04998779296875,279.95001220703125,852570,2020-10-12
2020-10-19,265.69061279296875,279.20001220703125,289.0,263.1000061035156,264.5,1508068,2020-10-19
2020-10-26,262.3599853515625,275.70001220703125,292.70001220703125,271.04998779296875,280.8500061035156,1460528,2020-10-26
2020-11-02,270.2107849121094,283.95001220703125,288.95001220703125,269.25,271.1000061035156,1637202,2020-11-02
2020-11-09,274.11236572265625,288.04998779296875,299.0,281.0,286.3999938964844,2047104,2020-11-09
2020-11-16,294.4769287109375,309.45001220703125,312.0,283.54998779296875,284.25,1718336,2020-11-16
2020-11-23,330.0196838378906,346.79998779296875,351.54998779296875,310.79998779296875,315.0,3591914,2020-11-23
2020-11-30,321.2172546386719,337.54998779296875,350.0,328.8999938964844,346.79998779296875,1143626,2020-11-30
2020-12-07,322.7874450683594,339.20001220703125,347.95001220703125,327.04998779296875,338.04998779296875,2151402,2020-12-07
2020-12-14,321.50274658203125,337.8500061035156,355.0,335.1000061035156,342.0,1841829,2020-12-14
2020-12-21,308.1325988769531,323.79998779296875,339.95001220703125,311.45001220703125,337.8500061035156,1125311,2020-12-21
2020-12-28,328.1164855957031,344.79998779296875,366.0,325.25,325.25,4522667,2020-12-28
2021-01-04,315.84063720703125,331.8999938964844,348.20001220703125,330.0,347.0,1637181,2021-01-04
2021-01-11,330.5906677246094,347.3999938964844,354.6000061035156,332.8500061035156,336.8999938964844,2347640,2021-01-11
2021-01-18,334.6826477050781,351.70001220703125,371.70001220703125,336.0,345.1000061035156,1926289,2021-01-18
2021-01-25,324.0721130371094,340.54998779296875,360.0,335.3999938964844,353.5,718120,2021-01-25
2021-02-01,326.02294921875,342.6000061035156,356.25,336.3500061035156,340.95001220703125,1231419,2021-02-01
2021-02-08,303.9454650878906,319.3999938964844,350.0,317.1499938964844,346.0,1610017,2021-02-08
2021-02-15,303.85028076171875,319.29998779296875,331.5,313.0,319.8500061035156,1229478,2021-02-15
2021-02-22,302.4228515625,317.79998779296875,327.0,312.0,319.29998779296875,1271721,2021-02-22
2021-03-01,327.2124328613281,343.8500061035156,360.0,318.0,318.95001220703125,2857146,2021-03-01
2021-03-08,337.4422607421875,354.6000061035156,366.45001220703125,346.0,346.25,1561658,2021-03-08
2021-03-15,322.16888427734375,338.54998779296875,355.95001220703125,331.0,355.45001220703125,654167,2021-03-15
2021-03-22,308.560791015625,324.25,344.3999938964844,320.04998779296875,336.95001220703125,762910,2021-03-22
2021-03-29,308.6559753417969,324.3500061035156,331.95001220703125,316.0,324.25,372266,2021-03-29
2021-04-05,317.315673828125,333.45001220703125,339.0,302.5,324.95001220703125,1742402,2021-04-05
2021-04-12,303.70758056640625,319.1499938964844,330.8999938964844,308.20001220703125,327.0,2517672,2021-04-12
2021-04-19,314.5083923339844,330.5,334.95001220703125,311.0,315.95001220703125,1617109,2021-04-19
2021-04-26,329.78179931640625,346.54998779296875,355.95001220703125,318.0,335.0,4166628,2021-04-26
2021-05-03,398.7737731933594,419.04998779296875,439.0,349.04998779296875,351.70001220703125,20504703,2021-05-03
2021-05-10,389.447998046875,409.25,455.0,400.54998779296875,422.0,3129706,2021-05-10
2021-05-17,397.15606689453125,417.3500061035156,435.8999938964844,401.54998779296875,408.0,2220343,2021-05-17
2021-05-24,395.5859069824219,415.70001220703125,428.25,414.04998779296875,417.0,1608783,2021-05-24
2021-05-31,399.2496032714844,419.54998779296875,428.5,414.0,418.1000061035156,1774008,2021-05-31
2021-06-07,418.947998046875,440.25,463.79998779296875,424.1000061035156,424.1000061035156,7532183,2021-06-07
2021-06-14,403.8173522949219,424.3500061035156,447.0,402.0,442.3999938964844,2911251,2021-06-14
2021-06-21,428.89239501953125,450.70001220703125,461.3500061035156,420.0,421.04998779296875,6577610,2021-06-21
2021-06-28,396.822998046875,417.0,470.29998779296875,413.0,454.0,6622620,2021-06-28
2021-07-05,394.6343078613281,414.70001220703125,428.1499938964844,409.25,418.25,3602222,2021-07-05
2021-07-12,395.8713684082031,416.0,422.3500061035156,403.54998779296875,418.0,2761473,2021-07-12
2021-07-19,392.3503723144531,412.29998779296875,424.0,405.04998779296875,414.95001220703125,1317834,2021-07-19
2021-07-26,415.8552551269531,437.0,448.79998779296875,415.0,415.0,3907929,2021-07-26
2021-08-02,395.1101379394531,415.20001220703125,440.95001220703125,410.1499938964844,439.0,1287674,2021-08-02
2021-08-09,382.16815185546875,401.6000061035156,419.04998779296875,377.29998779296875,415.20001220703125,2058765,2021-08-09
2021-08-16,382.501220703125,401.95001220703125,419.8999938964844,400.25,402.79998779296875,1397498,2021-08-16
2021-08-23,388.40118408203125,408.1499938964844,424.8999938964844,384.0,404.0,1857187,2021-08-23
2021-08-30,389.2576599121094,409.04998779296875,413.3999938964844,395.0,410.0,1085834,2021-08-30
2021-09-06,386.30767822265625,405.95001220703125,414.25,403.1000061035156,410.5,877993,2021-09-06
2021-09-13,412.8100891113281,433.79998779296875,450.0,400.29998779296875,408.0,2916219,2021-09-13
2021-09-20,406.52947998046875,427.20001220703125,448.0,411.29998779296875,433.0,1385390,2021-09-20
2021-09-27,407.4334716796875,428.1499938964844,430.0,409.1000061035156,425.0,744772,2021-09-27
2021-10-04,415.8552551269531,437.0,451.1499938964844,425.0,433.0,2004370,2021-10-04
2021-10-11,461.48516845703125,484.95001220703125,510.0,433.6000061035156,437.3999938964844,4686406,2021-10-11
2021-10-18,447.258544921875,470.0,504.0,457.3999938964844,487.1000061035156,2206533,2021-10-18
2021-10-25,434.8399963378906,456.95001220703125,470.04998779296875,445.0,470.0,823589,2021-10-25
2021-11-01,457.3932189941406,480.6499938964844,485.3999938964844,452.75,457.20001220703125,1061933,2021-11-01
2021-11-08,479.51824951171875,503.8999938964844,532.9000244140625,464.0,484.8999938964844,3947750,2021-11-08
2021-11-15,480.13677978515625,504.54998779296875,529.0,485.0,503.8999938964844,1811901,2021-11-15
2021-11-22,442.4429931640625,459.75,503.3500061035156,455.79998779296875,500.1000061035156,1242537,2021-11-22
2021-11-29,462.89306640625,481.0,485.0,400.3500061035156,455.0,1247501,2021-11-29
2021-12-06,457.6963195800781,475.6000061035156,492.6000061035156,468.04998779296875,481.0,795789,2021-12-06
2021-12-13,448.7945251464844,466.3500061035156,493.6000061035156,459.1000061035156,475.70001220703125,865016,2021-12-13
2021-12-20,418.91339111328125,435.29998779296875,466.04998779296875,432.95001220703125,466.04998779296875,524012,2021-12-20
2021-12-27,434.35919189453125,451.3500061035156,458.3999938964844,430.5,434.3999938964844,555469,2021-12-27
2022-01-03,458.1293640136719,476.04998779296875,509.3999938964844,451.5,451.6499938964844,4416678,2022-01-03
2022-01-10,497.8746337890625,517.3499755859375,521.2000122070312,476.6000061035156,483.0,2213276,2022-01-10
2022-01-17,478.8681640625,497.6000061035156,532.9000244140625,491.0,519.4500122070312,2077741,2022-01-17
2022-01-24,449.9974670410156,467.6000061035156,499.0,453.1000061035156,498.0,842533,2022-01-24
2022-01-31,469.72576904296875,488.1000061035156,498.0,469.3999938964844,472.0,1081290,2022-01-31
2022-02-07,437.2462463378906,454.3500061035156,504.95001220703125,452.29998779296875,489.8999938964844,1374470,2022-02-07
2022-02-14,395.5762634277344,411.04998779296875,449.0,402.29998779296875,440.0,2223483,2022-02-14
2022-02-21,405.3441467285156,421.20001220703125,437.8999938964844,395.0,408.8999938964844,2210998,2022-02-21
2022-02-28,391.4381408691406,406.75,422.20001220703125,391.75,409.8500061035156,2003591,2022-02-28
2022-03-07,410.0115661621094,426.04998779296875,434.70001220703125,393.0,393.0,3912895,2022-03-07
2022-03-14,422.78277587890625,433.3999938964844,448.0,402.3999938964844,427.3999938964844,3469796,2022-03-14
2022-03-21,429.3186340332031,440.1000061035156,454.25,427.70001220703125,434.95001220703125,1645033,2022-03-21
2022-03-28,439.9028625488281,450.95001220703125,466.0,431.0,441.0,1547421,2022-03-28
