Date,Adj Close_CAMS.NS,Close_CAMS.NS,High_CAMS.NS,Low_CAMS.NS,Open_CAMS.NS,Volume_CAMS.NS,Date
2021-09-13,3402.69287109375,3609.949951171875,3691.949951171875,3572.0,3691.949951171875,1048965,2021-09-13
2021-09-20,3179.20556640625,3372.85009765625,3738.550048828125,3366.14990234375,3608.0,1446296,2021-09-20
2021-09-27,2814.1884765625,2985.60009765625,3494.800048828125,2975.0,3408.0,6036836,2021-09-27
2021-10-04,2944.171630859375,3123.5,3211.25,3026.0,3039.89990234375,2581876,2021-10-04
2021-10-11,2884.9296875,3060.64990234375,3179.89990234375,3054.25,3150.0,831843,2021-10-11
2021-10-18,2898.125732421875,3074.64990234375,3140.0,3016.25,3095.0,1133586,2021-10-18
2021-10-25,2839.16748046875,3012.10009765625,3087.64990234375,2900.0,3085.0,832896,2021-10-25
2021-11-01,2858.254638671875,3032.35009765625,3053.0,2945.0,3012.10009765625,661694,2021-11-01
2021-11-08,2824.98095703125,2997.050048828125,3095.39990234375,2986.0,3085.0,625892,2021-11-08
2021-11-15,2876.540771484375,3051.75,3250.0,2991.050048828125,3028.0,1604943,2021-11-15
2021-11-22,2879.6513671875,3055.050048828125,3140.39990234375,2933.14990234375,3062.550048828125,777380,2021-11-22
2021-11-29,2782.1083984375,2942.14990234375,3100.0,2884.0,2974.199951171875,1006381,2021-11-29
2021-12-06,2741.06982421875,2898.75,2977.35009765625,2892.64990234375,2969.949951171875,681588,2021-12-06
2021-12-13,2505.56689453125,2649.699951171875,2849.0,2614.0,2775.0,5952025,2021-12-13
2021-12-20,2447.55419921875,2588.35009765625,2675.0,2560.050048828125,2610.0,764148,2021-12-20
2021-12-27,2521.074951171875,2666.10009765625,2674.89990234375,2563.949951171875,2588.0,548011,2021-12-27
2022-01-03,2654.216064453125,2806.89990234375,2874.89990234375,2672.0,2684.0,864831,2022-01-03
2022-01-10,2785.08740234375,2945.300048828125,2969.949951171875,2787.050048828125,2819.0,772114,2022-01-10
2022-01-17,2565.281982421875,2712.85009765625,2971.5,2703.0,2971.5,773693,2022-01-17
2022-01-24,2538.7099609375,2684.75,2735.0,2551.25,2711.0,851646,2022-01-24
2022-01-31,2663.95556640625,2817.199951171875,2948.0,2661.35009765625,2718.699951171875,970023,2022-01-31
2022-02-07,2391.763671875,2529.35009765625,2830.0,2520.0,2817.0,1268592,2022-02-07
2022-02-14,2312.28564453125,2445.300048828125,2589.0,2386.89990234375,2473.0,1581864,2022-02-14
2022-02-21,2239.45361328125,2358.35009765625,2440.0,2230.0,2430.0,1389811,2022-02-21
2022-02-28,2292.91552734375,2414.64990234375,2547.949951171875,2308.0,2358.35009765625,926138,2022-02-28
2022-03-07,2368.40673828125,2494.14990234375,2527.64990234375,2340.25,2345.0,912122,2022-03-07
2022-03-14,2253.697509765625,2373.35009765625,2519.75,2350.0,2515.0,1441755,2022-03-14
2022-03-21,2242.492431640625,2361.550048828125,2435.0,2352.0,2420.0,889083,2022-03-21
2022-03-28,2295.811279296875,2417.699951171875,2436.300048828125,2292.0,2366.949951171875,965971,2022-03-28
2022-04-04,2390.247802734375,2517.14990234375,2624.800048828125,2425.10009765625,2435.0,880355,2022-04-04
2022-04-11,2425.097412109375,2553.85009765625,2619.39990234375,2462.0,2517.14990234375,487061,2022-04-11
2022-04-18,2492.94482421875,2625.300048828125,2682.75,2530.0,2550.0,807961,2022-04-18
2022-04-25,2353.450927734375,2478.39990234375,2638.0,2462.5,2612.0,608230,2022-04-25
2022-05-02,2277.294189453125,2398.199951171875,2489.0,2347.0,2456.35009765625,522558,2022-05-02
2022-05-09,2041.6077880859375,2150.0,2397.75,2140.0,2360.0,766236,2022-05-09
2022-05-16,2137.800537109375,2251.300048828125,2260.64990234375,2103.050048828125,2190.050048828125,487844,2022-05-16
2022-05-23,1982.9229736328125,2088.199951171875,2277.64990234375,2037.1500244140625,2256.0,834901,2022-05-23
2022-05-30,2279.953369140625,2401.0,2459.89990234375,2095.0,2126.550048828125,1650842,2022-05-30
2022-06-06,2457.4306640625,2587.89990234375,2656.0,2352.60009765625,2400.0,1761838,2022-06-06
2022-06-13,2296.191650390625,2418.10009765625,2567.60009765625,2284.050048828125,2550.0,766966,2022-06-13
2022-06-20,2185.7548828125,2301.800048828125,2510.0,2280.25,2419.0,594832,2022-06-20
2022-06-27,2123.745361328125,2224.800048828125,2344.25,2207.0,2340.0,370919,2022-06-27
2022-07-04,2165.412841796875,2268.449951171875,2309.0,2152.0,2225.0,605377,2022-07-04
2022-07-11,2203.97802734375,2308.85009765625,2375.0,2231.0,2264.89990234375,395451,2022-07-11
2022-07-18,2316.570068359375,2426.800048828125,2455.14990234375,2281.10009765625,2318.5,498934,2022-07-18
2022-07-25,2346.019287109375,2457.64990234375,2470.0,2370.60009765625,2424.89990234375,331718,2022-07-25
2022-08-01,2260.48876953125,2368.050048828125,2500.0,2357.0,2466.0,542271,2022-08-01
2022-08-08,2266.5029296875,2374.35009765625,2396.0,2296.0,2384.35009765625,371431,2022-08-08
2022-08-15,2159.349853515625,2255.64990234375,2448.0,2241.0,2374.35009765625,1960010,2022-08-15
2022-08-22,2154.371337890625,2250.449951171875,2260.0,2177.050048828125,2241.300048828125,828360,2022-08-22
2022-08-29,2208.938232421875,2307.449951171875,2318.89990234375,2180.0,2191.0,577255,2022-08-29
2022-09-05,2355.885009765625,2460.949951171875,2476.14990234375,2275.0,2313.0,1210519,2022-09-05
2022-09-12,2426.964599609375,2535.199951171875,2640.0,2469.050048828125,2480.0,1620100,2022-09-12
2022-09-19,2440.31884765625,2549.14990234375,2588.0,2431.800048828125,2513.0,899181,2022-09-19
2022-09-26,2419.49755859375,2527.39990234375,2545.0,2390.14990234375,2512.800048828125,583596,2022-09-26
2022-10-03,2362.346923828125,2467.699951171875,2527.0,2443.050048828125,2527.0,212377,2022-10-03
2022-10-10,2465.97509765625,2575.949951171875,2690.0,2443.449951171875,2445.0,1192138,2022-10-10
2022-10-17,2523.27001953125,2635.800048828125,2655.0,2527.0,2584.85009765625,607749,2022-10-17
2022-10-24,2454.918212890625,2564.39990234375,2679.0,2552.35009765625,2670.0,332506,2022-10-24
2022-10-31,2348.656982421875,2453.39990234375,2587.0,2448.0,2587.0,681730,2022-10-31
2022-11-07,2292.176025390625,2394.39990234375,2515.0,2352.0,2490.0,602941,2022-11-07
2022-11-14,2193.717041015625,2291.550048828125,2406.39990234375,2285.0,2406.199951171875,903283,2022-11-14
2022-11-21,2231.69970703125,2322.800048828125,2344.39990234375,2255.0,2290.0,641210,2022-11-21
2022-11-28,2186.20703125,2275.449951171875,2396.449951171875,2271.25,2329.0,830760,2022-11-28
2022-12-05,2124.044677734375,2210.75,2323.35009765625,2185.050048828125,2288.300048828125,970454,2022-12-05
2022-12-12,2121.162353515625,2207.75,2249.5,2171.35009765625,2219.35009765625,885377,2022-12-12
2022-12-19,2083.98046875,2169.050048828125,2284.0,2150.0,2220.0,881918,2022-12-19
2022-12-26,2134.516845703125,2221.64990234375,2230.0,2151.050048828125,2169.050048828125,260686,2022-12-26
2023-01-02,2133.65234375,2220.75,2246.89990234375,2188.10009765625,2226.699951171875,270045,2023-01-02
2023-01-09,2184.66943359375,2273.85009765625,2279.89990234375,2214.64990234375,2232.699951171875,357714,2023-01-09
2023-01-16,2227.85693359375,2318.800048828125,2322.89990234375,2274.0,2286.699951171875,425735,2023-01-16
2023-01-23,2203.693115234375,2293.64990234375,2340.0,2271.949951171875,2329.0,446118,2023-01-23
2023-01-30,2176.07080078125,2264.89990234375,2305.0,2235.64990234375,2277.25,326541,2023-01-30
2023-02-06,2182.700439453125,2271.800048828125,2292.0,2205.0,2230.14990234375,280594,2023-02-06
2023-02-13,2210.41845703125,2300.64990234375,2331.0,2243.35009765625,2271.800048828125,352068,2023-02-13
2023-02-20,2213.27197265625,2292.949951171875,2310.0,2266.550048828125,2309.449951171875,311219,2023-02-20
2023-02-27,2232.383544921875,2312.75,2349.0,2208.10009765625,2292.0,459318,2023-02-27
2023-03-06,2212.16162109375,2291.800048828125,2355.0,2276.35009765625,2324.800048828125,285846,2023-03-06
2023-03-13,2084.410400390625,2159.449951171875,2291.800048828125,2151.0,2288.699951171875,280935,2023-03-13
2023-03-20,2058.686767578125,2132.800048828125,2213.300048828125,2125.85009765625,2159.0,195962,2023-03-20
2023-03-27,1960.375732421875,2030.949951171875,2128.85009765625,2010.0,2115.0,327343,2023-03-27
2023-04-03,2100.5302734375,2176.14990234375,2202.949951171875,2038.0,2039.0,252062,2023-04-03
2023-04-10,2063.7060546875,2138.0,2263.699951171875,2130.199951171875,2176.14990234375,396198,2023-04-10
2023-04-17,1992.6153564453125,2064.35009765625,2149.949951171875,2060.0,2137.699951171875,228649,2023-04-17
2023-04-24,1989.622802734375,2061.25,2080.0,2026.199951171875,2068.949951171875,661482,2023-04-24
2023-05-01,2000.2408447265625,2072.25,2098.0,2040.050048828125,2061.25,263821,2023-05-01
2023-05-08,1986.29296875,2057.800048828125,2137.0,2047.0,2087.0,709117,2023-05-08
2023-05-15,2009.3623046875,2081.699951171875,2110.0,2048.60009765625,2057.0,377452,2023-05-15
2023-05-22,2060.906982421875,2135.10009765625,2212.949951171875,2083.60009765625,2088.39990234375,453182,2023-05-22
2023-05-29,2120.80029296875,2197.14990234375,2265.0,2134.300048828125,2141.0,385098,2023-05-29
2023-06-05,2076.881591796875,2151.64990234375,2207.0,2150.0,2200.89990234375,178816,2023-06-05
2023-06-12,2120.51123046875,2196.85009765625,2233.14990234375,2150.0,2160.0,272095,2023-06-12
2023-06-19,2081.852783203125,2156.800048828125,2213.800048828125,2147.85009765625,2201.0,243996,2023-06-19
2023-06-26,2122.152099609375,2198.550048828125,2225.0,2132.0,2163.699951171875,398128,2023-06-26
2023-07-03,2206.611328125,2286.050048828125,2345.0,2225.10009765625,2238.0,1070132,2023-07-03
2023-07-10,2193.146240234375,2272.10009765625,2310.0,2220.14990234375,2285.0,409132,2023-07-10
2023-07-17,2215.5400390625,2295.300048828125,2313.60009765625,2251.550048828125,2285.0,453276,2023-07-17
2023-07-24,2252.50927734375,2333.60009765625,2364.949951171875,2295.0,2299.64990234375,531192,2023-07-24
2023-07-31,2229.97021484375,2310.25,2425.0,2305.0,2346.5,746965,2023-07-31
2023-08-07,2342.083984375,2426.39990234375,2458.0,2318.550048828125,2319.949951171875,834387,2023-08-07
2023-08-14,2450.337158203125,2538.550048828125,2545.199951171875,2380.0,2419.0,683710,2023-08-14
2023-08-21,2350.0654296875,2414.60009765625,2544.949951171875,2402.75,2538.5,978229,2023-08-21
2023-08-28,2293.12841796875,2356.10009765625,2440.0,2351.0,2419.949951171875,300555,2023-08-28
2023-09-04,2398.728759765625,2464.60009765625,2504.25,2363.550048828125,2366.0,659258,2023-09-04
2023-09-11,2526.665771484375,2596.050048828125,2667.89990234375,2487.25,2501.0,1695981,2023-09-11
2023-09-18,2417.0263671875,2483.39990234375,2609.550048828125,2456.0,2599.0,350552,2023-09-18
2023-09-25,2443.450927734375,2510.550048828125,2537.14990234375,2424.0,2483.39990234375,328886,2023-09-25
2023-10-02,2422.865966796875,2489.39990234375,2530.0,2445.10009765625,2510.550048828125,313790,2023-10-02
2023-10-09,2453.280517578125,2520.64990234375,2599.0,2407.10009765625,2451.0,1112199,2023-10-09
2023-10-16,2434.253173828125,2501.10009765625,2639.0,2485.25,2524.949951171875,635199,2023-10-16
2023-10-23,2242.177978515625,2303.75,2516.949951171875,2295.949951171875,2506.0,480049,2023-10-23
2023-10-30,2326.755126953125,2390.64990234375,2407.60009765625,2230.0,2311.89990234375,1009613,2023-10-30
2023-11-06,2360.576416015625,2425.39990234375,2465.0,2351.0,2426.60009765625,1247497,2023-11-06
2023-11-13,2757.23388671875,2832.949951171875,2890.0,2473.699951171875,2497.89990234375,3637247,2023-11-13
2023-11-20,2721.21875,2786.10009765625,2935.0,2741.0,2869.800048828125,1391098,2023-11-20
2023-11-27,2728.34912109375,2793.39990234375,2834.89990234375,2721.64990234375,2786.10009765625,1000001,2023-11-27
2023-12-04,2680.831787109375,2744.75,2988.0,2735.0,2850.39990234375,4037503,2023-12-04
2023-12-11,2658.66064453125,2722.050048828125,2773.64990234375,2685.0,2740.199951171875,1867731,2023-12-11
2023-12-18,2616.02685546875,2678.39990234375,2772.39990234375,2618.050048828125,2722.050048828125,2479544,2023-12-18
2023-12-25,2589.655517578125,2651.39990234375,2709.449951171875,2645.75,2678.39990234375,981340,2023-12-25
2024-01-01,2684.15234375,2748.14990234375,2768.0,2643.300048828125,2659.0,945049,2024-01-01
2024-01-08,2773.081787109375,2839.199951171875,2857.60009765625,2749.0,2769.0,1318948,2024-01-08
2024-01-15,2739.3857421875,2804.699951171875,2872.0,2716.14990234375,2839.199951171875,1016081,2024-01-15
2024-01-22,2683.224365234375,2747.199951171875,2804.699951171875,2660.60009765625,2804.699951171875,1105701,2024-01-22
2024-01-29,2818.06005859375,2885.25,2934.85009765625,2707.699951171875,2715.0,1584228,2024-01-29
2024-02-05,2837.593994140625,2905.25,3024.949951171875,2828.0,2900.0,2214155,2024-02-05
2024-02-12,2822.845703125,2890.14990234375,2963.14990234375,2776.64990234375,2929.0,891703,2024-02-12
2024-02-19,3053.34375,3113.25,3144.949951171875,2843.199951171875,2889.0,2457493,2024-02-19
2024-02-26,3049.37158203125,3109.199951171875,3242.0,2990.14990234375,3150.0,2375767,2024-02-26
2024-03-04,2846.060546875,2901.89990234375,3134.0,2882.199951171875,3129.0,893488,2024-03-04
2024-03-11,2937.172607421875,2994.800048828125,3049.0,2707.10009765625,2903.949951171875,1389736,2024-03-11
2024-03-18,3029.658447265625,3089.10009765625,3136.449951171875,2811.0,2995.0,1429329,2024-03-18
2024-03-25,2859.545654296875,2915.64990234375,3089.10009765625,2896.0,3089.10009765625,826206,2024-03-25
2024-04-01,3086.198974609375,3146.75,3225.0,2942.050048828125,2954.0,2336008,2024-04-01
2024-04-08,3055.50146484375,3115.449951171875,3223.0,2975.35009765625,3150.0,2222088,2024-04-08
2024-04-15,3090.90673828125,3151.550048828125,3299.949951171875,2985.550048828125,3015.0,2436172,2024-04-15
2024-04-22,3144.799560546875,3206.5,3340.0,3176.14990234375,3215.800048828125,1231703,2024-04-22
2024-04-29,3235.176025390625,3298.64990234375,3334.0,3195.60009765625,3230.0,1123091,2024-04-29
2024-05-06,3145.681884765625,3207.39990234375,3367.0,3080.0,3336.85009765625,1909696,2024-05-06
2024-05-13,3253.123779296875,3316.949951171875,3354.300048828125,3030.050048828125,3181.0,1169092,2024-05-13
2024-05-20,3350.562255859375,3416.300048828125,3636.449951171875,3307.25,3313.699951171875,1801585,2024-05-20
2024-05-27,3413.134765625,3480.10009765625,3598.0,3340.0,3440.0,1332748,2024-05-27
2024-06-03,3342.52001953125,3408.10009765625,3638.39990234375,3050.0,3600.0,1210596,2024-06-03
2024-06-10,3508.7587890625,3577.60009765625,3685.949951171875,3408.10009765625,3440.0,1086708,2024-06-10
2024-06-17,3480.51220703125,3548.800048828125,3685.0,3488.0,3577.60009765625,873075,2024-06-17
2024-06-24,3543.232177734375,3612.75,3838.0,3529.25,3540.0,1471310,2024-06-24
2024-07-01,3692.8466796875,3765.300048828125,3890.0,3601.10009765625,3620.0,1204049,2024-07-01
2024-07-08,3991.9287109375,4070.25,4327.75,3733.300048828125,3753.050048828125,3608096,2024-07-08
2024-07-15,4067.32275390625,4128.9501953125,4319.7998046875,4011.0,4050.0,1277176,2024-07-15
2024-07-22,3971.5732421875,4031.75,4248.60009765625,3777.0,4100.0,1273978,2024-07-22
2024-07-29,4303.296875,4368.5,4910.0,4031.75,4031.75,5173996,2024-07-29
2024-08-05,4305.51318359375,4370.75,4440.0,3850.0,4310.0,5110196,2024-08-05
2024-08-12,4208.92724609375,4272.7001953125,4400.10009765625,4080.0,4350.0,1568027,2024-08-12
2024-08-19,4393.94970703125,4449.2998046875,4638.89990234375,4313.25,4390.0,2628173,2024-08-19
2024-08-26,4208.23876953125,4261.25,4575.2001953125,4218.35009765625,4434.0,1075388,2024-08-26
2024-09-02,4286.75,4340.75,4509.0,4273.85009765625,4300.0,1117555,2024-09-02
2024-09-09,4346.49755859375,4401.25,4463.64990234375,4234.60009765625,4321.0,962508,2024-09-09
2024-09-16,4404.12158203125,4459.60009765625,4595.0,4360.10009765625,4417.0,1449567,2024-09-16
2024-09-23,4399.52978515625,4454.9501953125,4773.75,4411.0,4523.0,2695613,2024-09-23
2024-09-30,4213.42333984375,4266.5,4599.0,4245.2998046875,4455.0,1115023,2024-09-30
2024-10-07,4455.12890625,4511.25,4589.0,4050.0,4266.0,1397485,2024-10-07
2024-10-14,4683.0087890625,4742.0,4969.85009765625,4401.89990234375,4530.0,3592147,2024-10-14
2024-10-21,4261.81396484375,4315.5,4798.0,4291.0498046875,4742.0,1607985,2024-10-21
2024-10-28,4462.486328125,4518.7001953125,4527.89990234375,4206.0,4355.4501953125,1123641,2024-10-28
2024-11-04,4615.70654296875,4673.85009765625,4787.25,4505.0,4530.0,2257299,2024-11-04
2024-11-11,4539.06591796875,4581.9501953125,4892.2001953125,4471.0,4676.0,1226485,2024-11-11
2024-11-18,4407.70654296875,4449.35009765625,4635.0,4420.0,4618.0,866211,2024-11-18
2024-11-25,4882.27294921875,4928.39990234375,5098.7998046875,4465.14990234375,4510.0,2665791,2024-11-25
2024-12-02,5022.15185546875,5069.60009765625,5360.5,4970.0,4975.0,3406064,2024-12-02
2024-12-09,5138.30419921875,5186.85009765625,5367.5,5022.0498046875,5069.60009765625,2436712,2024-12-09
2024-12-16,4904.66162109375,4951.0,5246.35009765625,4934.0,5194.35009765625,1399871,2024-12-16
2024-12-23,4994.56201171875,5041.75,5096.0,4840.0,4960.0,831233,2024-12-23
2024-12-30,5048.35400390625,5096.0498046875,5287.85009765625,4863.60009765625,5016.14990234375,1984493,2024-12-30
2025-01-06,4480.419921875,4522.75,5126.9501953125,4503.0498046875,5092.4501953125,1465216,2025-01-06
2025-01-13,4376.7490234375,4418.10009765625,4529.0,4204.0,4464.0,2037836,2025-01-13
2025-01-20,4062.716064453125,4101.10009765625,4520.0,3976.0,4420.0,2014328,2025-01-20
2025-01-27,3504.19287109375,3537.300048828125,4059.0,3471.35009765625,4059.0,5777500,2025-01-27
2025-02-03,3628.765869140625,3663.050048828125,3798.0,3382.0,3530.199951171875,3944648,2025-02-03
2025-02-10,3359.8125,3375.35009765625,3669.89990234375,3301.050048828125,3663.0,2578570,2025-02-10
2025-02-17,3411.722412109375,3427.5,3545.0,3206.64990234375,3338.0,2653445,2025-02-17
2025-02-24,3128.631591796875,3143.10009765625,3447.699951171875,3126.0,3378.699951171875,1667102,2025-02-24
2025-03-03,3350.206787109375,3365.699951171875,3383.0,3031.050048828125,3162.050048828125,2540135,2025-03-03
2025-03-10,3394.402587890625,3410.10009765625,3452.75,3263.35009765625,3370.0,2242721,2025-03-10
2025-03-17,3798.13525390625,3815.699951171875,3857.0,3409.5,3449.800048828125,3199822,2025-03-17
2025-03-24,3706.21044921875,3723.35009765625,3877.85009765625,3619.050048828125,3834.0,2837060,2025-03-24
2025-03-31,3666.3447265625,3683.300048828125,3834.0,3630.60009765625,3723.35009765625,1511810,2025-03-31
2025-04-07,3699.591064453125,3716.699951171875,3733.5,3350.0,3350.0,1573187,2025-04-07
2025-04-14,3864.6279296875,3882.5,3941.800048828125,3716.699951171875,3716.699951171875,1310721,2025-04-14
2025-04-21,3919.971923828125,3938.10009765625,4127.0,3890.0,3919.0,2458077,2025-04-21
2025-04-28,3823.31884765625,3841.0,4038.199951171875,3837.0,3934.0,894558,2025-04-28
2025-05-05,3463.58251953125,3479.60009765625,3895.699951171875,3415.0,3860.0,4521075,2025-05-05
2025-05-12,3872.989013671875,3890.89990234375,3929.0,3604.60009765625,3640.5,2843077,2025-05-12
2025-05-19,3866.61865234375,3884.5,3987.89990234375,3838.60009765625,3904.0,1778964,2025-05-19
2025-05-26,3942.8662109375,3961.10009765625,4041.699951171875,3889.60009765625,3889.60009765625,1635251,2025-05-26
2025-06-02,4242.48046875,4262.10009765625,4317.0,3921.0,3960.0,5042410,2025-06-02
2025-06-09,3962.375732421875,3980.699951171875,4330.0,3926.0,4294.0,2502945,2025-06-09
2025-06-16,4148.21630859375,4167.39990234375,4247.0,3904.39990234375,3980.699951171875,2741252,2025-06-16
2025-06-23,4273.138671875,4292.89990234375,4334.0,4114.60009765625,4155.0,2910756,2025-06-23
2025-06-30,4212.31982421875,4231.7998046875,4375.0,4170.60009765625,4313.0,1557206,2025-06-30
2025-07-07,4050.86669921875,4069.60009765625,4249.0,4025.0,4212.2001953125,2217066,2025-07-07
2025-07-14,4248.39990234375,4248.39990234375,4262.5,4065.199951171875,4084.89990234375,845878,2025-07-14
